method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.17450000000000002,0.875875,-0.875875,-0.08625,0.5745,0.375875,0.4,127.30716080902494,201600,201600,671839322112000,0,0,0,0,0,0.0
slowheat_none,0.1803,0.878625,-0.878625,-0.08625,0.5851,0.372625,0.40479999999999994,173.31225144298514,201600,201600,671862384663750,23062551750,0,0,0,0,0.0
slowheat_unidirectional,0.1686,0.857375,-0.857375,-0.08625,0.5686,0.357375,0.4,154.62691322297906,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
slowheat,0.1301,0.84175,-0.84175,-0.08625,0.5301,0.34175,0.4,186.42187311098678,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
hard_freeze,0.1288,0.737875,-0.737875,-0.08625,0.5288,0.23787499999999998,0.4,183.6929555980023,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
lpr,0.2404,0.8258749999999999,-0.8258749999999999,-0.08625,0.7954000000000001,0.13312499999999997,0.5550000000000002,192.78434367198497,282240,282680,1044729819647380,103665996696980,2459200,0,6400,0,0.012466117972508073
slowheat_lpr,0.2326,0.8151250000000001,-0.8151250000000001,-0.08625,0.7743,0.1405,0.5417,251.71155896698474,282240,282680,1044755054582100,103691231631700,2459200,0,6400,0,0.01315147799323313
classifier_expander,0.3941,0.32499999999999996,-0.264,-0.08625,0.8254999999999999,0.08100000000000002,0.4313999999999999,196.6813989689981,282944,363584,1032499732807680,0,2459200,0,6400,0,0.013167509983759373
slowheat_classifier_expander,0.39159999999999995,0.32199999999999995,-0.27737500000000004,-0.086125,0.8402,0.05312500000000003,0.4486,255.98941151800682,282944,363584,1032524967742400,25234934720,2459200,0,6400,0,0.013183672970626503
scroll,0.1357,0.3925,-0.314,-0.08625,0.497,0.114625,0.3613,39.79350779700326,41088,81088,181382798464645,21728548485,2459200,0,6400,0,0.013927699968917295
slowheat_scroll,0.2702,0.216625,0.023250000000000007,-0.08625,0.7081000000000001,0.0012500000000000011,0.43790000000000007,49.4211468140129,41088,81088,181387408025925,26338109765,2459200,0,6400,0,0.012906930031022057
