method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.2051,0.786,-0.786,-0.18725,0.5195000000000001,0.4135,0.31440000000000007,11.627974055998493,282240,322240,9941706014720,0,2459200,0,6400,40000,0.41554127200652147
slowheat_replay_hidden_beta_30_budget_0.25,0.1814,0.7911250000000001,-0.7911250000000001,-0.194625,0.5371,0.37275,0.3557,15.547267378999095,282240,322240,9941844940000,138925280,2459200,0,6400,40000,0.41569774800154846
