method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.18480000000000002,0.89475,-0.89475,0.000125,0.6098,0.36350000000000005,0.425,55.87932102102786,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.1857,0.8963749999999999,-0.8963749999999999,0.0,0.6387,0.330125,0.45300000000000007,90.71700376900844,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1861,0.8895000000000001,-0.8895000000000001,0.00025,0.6226,0.34387500000000004,0.43650000000000005,98.77761321599246,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.181,0.86275,-0.86275,0.00025,0.5809,0.36287500000000006,0.3999,100.75822101201629,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.16829999999999998,0.780375,-0.780375,0.0,0.568,0.281125,0.39969999999999994,100.21999770399998,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
lpr,0.2472,0.81775,-0.81775,0.00025,0.7217,0.22537499999999996,0.47450000000000003,99.5999859169824,282240,282680,353954071976920,95113591741400,2459200,0,6400,0,0.01336352204089053
slowheat_lpr,0.2673,0.7822500000000001,-0.7822500000000001,0.000875,0.7573000000000001,0.171625,0.4900000000000001,144.4456492360041,282240,282680,353971701249880,95131221014360,2459200,0,6400,0,0.013717337016714737
classifier_expander,0.4103,0.358375,-0.358375,0.000125,0.8189,0.10350000000000001,0.40859999999999996,84.9463087710028,282944,363584,283990012329984,0,2459200,0,6400,0,0.013165321026463062
slowheat_classifier_expander,0.4024,0.282,-0.09299999999999999,0.000125,0.8488,0.07050000000000001,0.4464,118.93319794398849,282944,363584,284007641602944,17629272960,2459200,0,6400,0,0.013235299964435399
scroll,0.1163,0.223625,-0.17149999999999999,0.0,0.5521,0.09524999999999999,0.4358,17.840270181011874,41088,81088,49905259599493,21728548485,2459200,0,6400,0,0.013063545018667355
slowheat_scroll,0.2473,0.08324999999999999,-0.07762499999999999,0.0,0.6797,0.012125000000000025,0.4324,23.537324807984987,41088,81088,49908608012293,25076961285,2459200,0,6400,0,0.013899516983656213
