method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.77324,0.23655,-0.23655,0.020500000000000004,0.77324,0.23655,0.0,8.42176109200227,505600,505600,1623097344000,0,0,0
slowheat,0.8937200000000001,0.08070000000000002,-0.08070000000000002,0.022650000000000003,0.8937200000000001,0.08070000000000002,0.0,19.52251784899272,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_10,0.8604800000000001,0.1255,-0.1255,0.022600000000000002,0.8604800000000001,0.1255,0.0,19.45689861898427,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_30,0.8937200000000001,0.08070000000000002,-0.08070000000000002,0.022650000000000003,0.8937200000000001,0.08070000000000002,0.0,19.509771251003258,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_100,0.898,0.07210000000000003,-0.07210000000000003,0.019799999999999998,0.898,0.07210000000000003,0.0,19.480203961022198,505600,505600,1626787285780,3689941780,0,0
slowheat_adaptive,0.8963599999999999,0.07719999999999996,-0.07719999999999996,0.023149999999999997,0.8963599999999999,0.07719999999999996,0.0,19.46417223199387,505600,505600,1626787285780,3689941780,0,0
slowheat_native_state,0.9280800000000001,0.03785000000000002,-0.03785000000000002,0.0206,0.9280800000000001,0.03785000000000002,0.0,17.71768566299579,505600,505600,1626787285780,3689941780,0,0
slowheat_unidirectional,0.8462400000000001,0.14145000000000002,-0.14145000000000002,0.0243,0.8462400000000001,0.14145000000000002,0.0,18.766150806011865,505600,505600,1626787285780,3689941780,0,0
slowheat_unbudgeted,0.9023200000000001,0.06845000000000004,-0.06845000000000004,0.016499999999999997,0.9023200000000001,0.06845000000000004,0.0,19.429853575013112,505600,505600,1626787285780,3689941780,0,0
slowheat_none,0.7905599999999999,0.215,-0.215,0.01885,0.7905599999999999,0.215,0.0,19.482028019003337,505600,505600,1626787252300,3689908300,0,0
hard_freeze,0.9106400000000001,0.04619999999999999,-0.04619999999999999,0.013849999999999998,0.9106400000000001,0.04619999999999999,0.0,18.790502494986868,505600,505600,1626787285780,3689941780,0,0
replay,0.92988,0.03924999999999998,-0.03924999999999998,0.023250000000000003,0.92988,0.03924999999999998,0.0,12.336458642006619,707840,707840,2272336281600,0,628800,0
distillation,0.71132,0.19535,-0.18375,0.028549999999999996,0.71132,0.19535,0.0,11.16518817198812,505600,910080,2055923302400,0,0,0
slowheat_replay,0.93916,0.022400000000000003,-0.022400000000000003,0.0249,0.93916,0.022400000000000003,0.0,24.000874763005413,707840,707840,2276655594260,4319312660,628800,0
slowheat_distillation,0.69404,0.08020000000000002,-0.08020000000000002,0.0144,0.69404,0.08020000000000002,0.0,21.88775027700467,505600,910080,2059613244180,3689941780,0,0
derpp,0.95244,0.009749999999999981,-0.009749999999999981,0.011299999999999994,0.95244,0.009749999999999981,0.0,12.695250794000458,707840,707840,2272336281600,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.9532400000000001,0.004450000000000037,-0.004450000000000037,0.014450000000000001,0.9532400000000001,0.004450000000000037,0.0,21.145891000021948,707840,707840,2276617128960,4280847360,628800,8000
er_ace,0.9288400000000001,0.04029999999999995,-0.04029999999999995,0.026149999999999996,0.9288400000000001,0.04029999999999995,0.0,13.171658818988362,707840,707840,2272336281600,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.9384,0.023600000000000038,-0.023600000000000038,0.016300000000000002,0.9384,0.023600000000000038,0.0,21.035437879996607,707840,707840,2276617128960,4280847360,628800,0
agem,0.9308,0.03770000000000001,-0.03770000000000001,0.013699999999999997,0.9308,0.03770000000000001,0.0,13.570580569008598,707840,707840,2272336281600,0,628800,0
ewc,0.8612400000000001,0.12499999999999997,-0.12499999999999997,0.021149999999999995,0.8612400000000001,0.12499999999999997,0.0,14.18144072999712,505600,505600,1629872762610,6775418610,0,0
si,0.9343199999999999,0.025850000000000012,-0.025850000000000012,0.020199999999999996,0.9343199999999999,0.025850000000000012,0.0,15.566995756002143,505600,505600,1636230243180,13132899180,0,0
lwf_calibrated,0.27647999999999995,0.012,-0.009649999999999995,0.02735,0.27647999999999995,0.012,0.0,11.117274160002125,505600,910080,2055923302400,0,0,0
replay_balanced,0.9288400000000001,0.04029999999999995,-0.04029999999999995,0.026149999999999996,0.9288400000000001,0.04029999999999995,0.0,12.139470975002041,707840,707840,2272336281600,0,628800,0
replay_more_epochs,0.9256399999999999,0.046150000000000024,-0.046150000000000024,0.024999999999999998,0.9256399999999999,0.046150000000000024,0.0,23.92991144998814,1415680,1415680,4544672563200,0,628800,0
replay_early_stopping,0.9340000000000002,0.031399999999999983,-0.031399999999999983,0.024000000000000007,0.9340000000000002,0.031399999999999983,0.0,11.014380757987965,652224,652224,2093795573760,0,628800,0
replay_global_lr_reduction,0.89896,0.02579999999999999,-0.02579999999999999,0.028699999999999996,0.89896,0.02579999999999999,0.0,12.250465318007628,707840,707840,2272336281600,0,628800,0
slowheat_replay_hidden_beta_30_budget_0.25,0.9365600000000001,0.026150000000000034,-0.026150000000000034,0.024650000000000002,0.9365600000000001,0.026150000000000034,0.0,20.614755888003856,707840,707840,2276617128960,4280847360,628800,0
slowheat_hidden_beta_30_budget_0.25,0.8156800000000001,0.17850000000000002,-0.17850000000000002,0.0267,0.8156800000000001,0.17850000000000002,0.0,16.555133307992946,505600,505600,1626756910080,3659566080,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.9374399999999999,0.02425000000000002,-0.02425000000000002,0.02215,0.9374399999999999,0.02425000000000002,0.0,20.601859681977658,707840,707840,2276617128960,4280847360,628800,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.9404,0.021050000000000013,-0.021050000000000013,0.0244,0.9404,0.021050000000000013,0.0,23.955664897017414,707840,707840,2276655594260,4319312660,628800,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.9365600000000001,0.026150000000000034,-0.026150000000000034,0.024650000000000002,0.9365600000000001,0.026150000000000034,0.0,20.556939856003737,707840,707840,2276617128960,4280847360,628800,0
