method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.73228,0.2837,-0.2837,0.009299999999999996,0.73228,0.2837,0.0,7.8808029089996126,505600,505600,1623097344000,0,0,0
slowheat,0.88056,0.09315000000000004,-0.09315000000000004,-0.005050000000000006,0.88056,0.09315000000000004,0.0,19.12162543600425,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_10,0.8700000000000001,0.10705,-0.10705,-0.007600000000000003,0.8700000000000001,0.10705,0.0,19.083017661992926,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_30,0.88056,0.09315000000000004,-0.09315000000000004,-0.005050000000000006,0.88056,0.09315000000000004,0.0,19.377316484984476,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_100,0.88344,0.0857,-0.0857,-0.005550000000000003,0.88344,0.0857,0.0,19.46715986201889,505600,505600,1626787285780,3689941780,0,0
slowheat_adaptive,0.8864799999999999,0.08520000000000005,-0.08520000000000005,-0.004550000000000005,0.8864799999999999,0.08520000000000005,0.0,19.451506418001372,505600,505600,1626787285780,3689941780,0,0
slowheat_native_state,0.9134,0.05130000000000001,-0.05130000000000001,-0.004400000000000005,0.9134,0.05130000000000001,0.0,17.766339583002264,505600,505600,1626787285780,3689941780,0,0
slowheat_unidirectional,0.8564,0.12230000000000002,-0.12230000000000002,-0.009300000000000006,0.8564,0.12230000000000002,0.0,18.9269895569887,505600,505600,1626787285780,3689941780,0,0
slowheat_unbudgeted,0.8882000000000001,0.08195000000000002,-0.08195000000000002,-0.003450000000000005,0.8882000000000001,0.08195000000000002,0.0,19.46877062600106,505600,505600,1626787285780,3689941780,0,0
slowheat_none,0.70372,0.31920000000000004,-0.31920000000000004,0.005799999999999996,0.70372,0.31920000000000004,0.0,19.471857155993348,505600,505600,1626787252300,3689908300,0,0
hard_freeze,0.9067999999999999,0.048850000000000005,-0.048850000000000005,-0.006200000000000004,0.9067999999999999,0.048850000000000005,0.0,18.811199827003293,505600,505600,1626787285780,3689941780,0,0
replay,0.93148,0.03440000000000004,-0.03440000000000004,0.006799999999999997,0.93148,0.03440000000000004,0.0,12.125219593988732,707840,707840,2272336281600,0,628800,0
distillation,0.6731999999999999,0.218,-0.218,-0.0015499999999999993,0.6731999999999999,0.218,0.0,11.173533883003984,505600,910080,2055923302400,0,0,0
slowheat_replay,0.9381600000000001,0.01930000000000004,-0.01930000000000004,-0.0028500000000000053,0.9381600000000001,0.01930000000000004,0.0,24.016257000999758,707840,707840,2276655594260,4319312660,628800,0
slowheat_distillation,0.7134,0.06079999999999999,-0.04819999999999999,0.008349999999999993,0.7134,0.06079999999999999,0.0,21.893027910002274,505600,910080,2059613244180,3689941780,0,0
derpp,0.9504400000000001,0.009600000000000025,-0.009600000000000025,0.0001999999999999988,0.9504400000000001,0.009600000000000025,0.0,13.245921411988093,707840,707840,2272336281600,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.9514800000000001,0.004250000000000004,-0.004250000000000004,-0.0036500000000000005,0.9514800000000001,0.004250000000000004,0.0,21.159437850001268,707840,707840,2276617128960,4280847360,628800,8000
er_ace,0.93416,0.031050000000000022,-0.031050000000000022,0.006349999999999998,0.93416,0.031050000000000022,0.0,13.177513334987452,707840,707840,2272336281600,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.93596,0.024249999999999966,-0.024249999999999966,-0.008,0.93596,0.024249999999999966,0.0,21.015954419999616,707840,707840,2276617128960,4280847360,628800,0
agem,0.9328,0.031000000000000055,-0.031000000000000055,0.0185,0.9328,0.031000000000000055,0.0,13.57525079298648,707840,707840,2272336281600,0,628800,0
ewc,0.8277599999999999,0.16355000000000006,-0.16355000000000006,0.012899999999999998,0.8277599999999999,0.16355000000000006,0.0,14.252543616021285,505600,505600,1629872762610,6775418610,0,0
