method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.18819999999999998,0.897625,-0.897625,0.0,0.5934999999999999,0.391,0.40529999999999994,53.73403149400838,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.18819999999999998,0.888625,-0.888625,0.000125,0.5432,0.44487499999999996,0.35500000000000004,85.11297743098112,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1775,0.8875000000000001,-0.8875000000000001,0.000125,0.5788,0.38587499999999997,0.4013,92.57978911799728,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.1825,0.87325,-0.87325,0.0,0.5825,0.37324999999999997,0.4,95.08907765801996,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.14750000000000002,0.765375,-0.765375,0.000375,0.5428,0.27125,0.39529999999999993,93.76283709399286,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
lpr,0.23700000000000002,0.835375,-0.835375,0.0,0.7503,0.19474999999999998,0.5133,94.40798415301833,282240,282680,353954071976920,95113591741400,2459200,0,6400,0,0.012687377980910242
slowheat_lpr,0.25460000000000005,0.809,-0.809,0.000375,0.7684,0.16749999999999998,0.5137999999999999,135.3312466670177,282240,282680,353971701249880,95131221014360,2459200,0,6400,0,0.012793436006177217
classifier_expander,0.4367,0.25775,-0.222,0.0,0.8275,0.09487499999999999,0.39080000000000004,82.104910035996,282944,363584,283990012329984,0,2459200,0,6400,0,0.012859380978625268
slowheat_classifier_expander,0.44279999999999997,0.29274999999999995,-0.12462500000000001,0.000125,0.8526,0.07099999999999998,0.40980000000000005,120.85961601501913,282944,363584,284007641602944,17629272960,2459200,0,6400,0,0.013821961067151278
scroll,0.1,0.28825,-0.28825,0.0,0.5,0.11912499999999998,0.4,17.926031422015512,41088,81088,49905259599493,21728548485,2459200,0,6400,0,0.012616853025974706
slowheat_scroll,0.25129999999999997,0.1285,-0.07274999999999998,0.0,0.6981999999999999,0.0008749999999999869,0.44689999999999996,24.013953801011667,41088,81088,49908608012293,25076961285,2459200,0,6400,0,0.014592208957765251
