method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.20739999999999997,0.776125,-0.776125,-0.076625,0.7097,0.15162499999999998,0.5023,17.167185867001535,564480,564480,12447244615680,0,2459200,0,6400,0,0.012746140011586249
slowheat_replay_hidden_beta_30_budget_0.25,0.2049,0.785375,-0.785375,-0.076875,0.7222999999999999,0.14087500000000003,0.5174,26.68684394199954,564480,564480,12462278243840,15033628160,2459200,0,6400,0,0.012945385999046266
