method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.93728,0.031899999999999984,-0.031899999999999984,0.016400000000000005,0.93728,0.031899999999999984,0.0,13.034738551999908,707840,757840,2326608281600,768000000,3144000,0,32000,50000,0.40981757499685045
slowheat_replay_hidden_beta_30_budget_0.25,0.9446,0.017699999999999994,-0.017699999999999994,-0.0002999999999999982,0.9446,0.017699999999999994,0.0,22.086633102000633,707840,757840,2330889128960,5048847360,3144000,0,32000,50000,0.4125931869930355
