method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.19619999999999999,0.9917499999999999,-0.9917499999999999,-0.11449999999999999,0.6082,0.47675,0.412,4.2648824009993405,102400,102400,144231628800,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.1956,0.99,-0.99,-0.11449999999999999,0.8549999999999999,0.16575,0.6593999999999999,6.857811617002881,102400,102400,144576014720,344385920,0,0,0,0,0.0
