method,final_average_accuracy_mean,final_average_accuracy_std,final_average_accuracy_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,backward_transfer_mean,backward_transfer_std,backward_transfer_ci95,forward_transfer_mean,forward_transfer_std,forward_transfer_ci95,task_aware_final_accuracy_mean,task_aware_final_accuracy_std,task_aware_final_accuracy_ci95,task_aware_forgetting_mean,task_aware_forgetting_std,task_aware_forgetting_ci95,classifier_gap_mean,classifier_gap_std,classifier_gap_ci95,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95,learner_examples_processed_mean,learner_examples_processed_std,learner_examples_processed_ci95,total_model_examples_processed_mean,total_model_examples_processed_std,total_model_examples_processed_ci95,estimated_total_flops_mean,estimated_total_flops_std,estimated_total_flops_ci95,estimated_overhead_flops_mean,estimated_overhead_flops_std,estimated_overhead_flops_ci95,replay_memory_bytes_mean,replay_memory_bytes_std,replay_memory_bytes_ci95,stored_logits_bytes_mean,stored_logits_bytes_std,stored_logits_bytes_ci95
vanilla,0.7234,0.03130260621027513,0.019401556335464996,0.300455,0.03829814653188556,0.02373743714791281,-0.300455,0.03829814653188556,0.02373743714791281,0.01628,0.019158943371467833,0.011874836128740662,0.7234,0.03130260621027513,0.019401556335464996,0.300455,0.03829814653188556,0.02373743714791281,0.0,0.0,0.0,7.9877391488989815,0.32321476578568575,0.20033058732300327,505600.0,0.0,0.0,505600.0,0.0,0.0,1623097344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowheat_hidden_beta_30_budget_0.25,0.800128,0.03681931763505553,0.02282084950151603,0.20038,0.04581388799625429,0.028395741969058197,-0.20038,0.04581388799625429,0.028395741969058197,0.012015000000000001,0.01442309201708612,0.008939525048532126,0.800128,0.03681931763505553,0.02282084950151603,0.20038,0.04581388799625429,0.028395741969058197,0.0,0.0,0.0,16.337833184393823,0.25843754459256707,0.16018124966751343,505600.0,0.0,0.0,505600.0,0.0,0.0,1626756910080.0,0.0,0.0,3659566080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replay,0.9355400000000001,0.004721026253780893,0.002926122387658347,0.035449999999999995,0.004886489310105756,0.0030286774524718096,-0.035449999999999995,0.004886489310105756,0.0030286774524718096,0.01911,0.017768852273321173,0.01101324873978811,0.9355400000000001,0.004721026253780893,0.002926122387658347,0.035449999999999995,0.004886489310105756,0.0030286774524718096,0.0,0.0,0.0,11.794374326901742,0.26144828189463515,0.16204732398046268,707840.0,0.0,0.0,707840.0,0.0,0.0,2272336281600.0,0.0,0.0,0.0,0.0,0.0,628800.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay_hidden_beta_30_budget_0.25,0.939748,0.0025637507245786888,0.001589029161944834,0.024640000000000002,0.003318282688379638,0.0020566929182549345,-0.024605000000000002,0.003384396384717504,0.0020976706117871707,0.009095000000000002,0.01659197346108453,0.01028381169476247,0.939748,0.0025637507245786888,0.001589029161944834,0.024640000000000002,0.003318282688379638,0.0020566929182549345,0.0,0.0,0.0,20.68463543969556,0.16650811456689876,0.10320279862260556,707840.0,0.0,0.0,707840.0,0.0,0.0,2276617128960.0,0.0,0.0,4280847360.0,0.0,0.0,628800.0,0.0,0.0,0.0,0.0,0.0
derpp,0.9563320000000001,0.0014920291924460265,0.0009247692743838628,0.008489999999999984,0.0013584713631300564,0.0008419892741465139,-0.008479999999999982,0.0013652838532700788,0.0008462116992809764,0.014765,0.01864112910862549,0.011553891523542092,0.9563320000000001,0.0014920291924460265,0.0009247692743838628,0.008489999999999984,0.0013584713631300564,0.0008419892741465139,0.0,0.0,0.0,12.735880115197507,0.3959760558548279,0.2454285021366965,707840.0,0.0,0.0,707840.0,0.0,0.0,2272336281600.0,0.0,0.0,0.0,0.0,0.0,628800.0,0.0,0.0,8000.0,0.0,0.0
slowheat_derpp_hidden_beta_30_budget_0.25,0.957344,0.0019182584694340979,0.0011889489172467662,0.0038650000000000017,0.0008511593400898639,0.000527554024616328,-0.0036849999999999995,0.0008775122664543026,0.000543887737599504,0.007045,0.015660450007724695,0.009706447476691858,0.957344,0.0019182584694340979,0.0011889489172467662,0.0038650000000000017,0.0008511593400898639,0.000527554024616328,0.0,0.0,0.0,20.96516540251905,0.1123151543113979,0.06961365386195036,707840.0,0.0,0.0,707840.0,0.0,0.0,2276617128960.0,0.0,0.0,4280847360.0,0.0,0.0,628800.0,0.0,0.0,8000.0,0.0,0.0
er_ace,0.935424,0.00383059960493566,0.0023742302329246194,0.035585000000000006,0.004173264775794717,0.0025866163062107936,-0.035585000000000006,0.004173264775794717,0.0025866163062107936,0.017315,0.018047022684580905,0.011185660546928423,0.935424,0.00383059960493566,0.0023742302329246194,0.035585000000000006,0.004173264775794717,0.0025866163062107936,0.0,0.0,0.0,12.515304196608486,0.5100994372358494,0.31616290674773617,707840.0,0.0,0.0,707840.0,0.0,0.0,2272336281600.0,0.0,0.0,0.0,0.0,0.0,628800.0,0.0,0.0,0.0,0.0,0.0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.9407639999999999,0.0022066928497943127,0.001367722398344539,0.02334,0.002495751946363609,0.0015468830825602488,-0.02328,0.0026350416399830248,0.0016332157290994266,0.009040000000000001,0.017058783986882275,0.010573143856225754,0.9407639999999999,0.0022066928497943127,0.001367722398344539,0.02334,0.002495751946363609,0.0015468830825602488,0.0,0.0,0.0,20.7287516831886,0.2743931798989971,0.1700706548878437,707840.0,0.0,0.0,707840.0,0.0,0.0,2276617128960.0,0.0,0.0,4280847360.0,0.0,0.0,628800.0,0.0,0.0,0.0,0.0,0.0
