method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1966,0.993,-0.993,-0.06625,0.7228000000000001,0.33524999999999994,0.5262000000000001,1.6412592569831759,102400,102400,144231628800,0,0,0
slowheat,0.1936,0.98875,-0.98875,-0.06625,0.6498,0.4185,0.45620000000000005,3.997589134989539,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1956,0.99125,-0.99125,-0.06625,0.741,0.3095,0.5454,3.986760760017205,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1936,0.98875,-0.98875,-0.06625,0.6498,0.4185,0.45620000000000005,3.9826392410031985,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1878,0.988,-0.988,-0.06625,0.7093999999999999,0.33599999999999997,0.5216,3.987538563000271,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.1906,0.9889999999999999,-0.9889999999999999,-0.06625,0.6668000000000001,0.39375,0.47620000000000007,3.989114301977679,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.1956,0.9912500000000001,-0.9912500000000001,-0.06625,0.8164,0.21525,0.6208,3.6388137609756086,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.1916,0.9900000000000001,-0.9900000000000001,-0.06625,0.7564,0.28400000000000003,0.5648,3.901100809016498,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.19419999999999998,0.9895,-0.9895,-0.06625,0.7488,0.29625,0.5546,3.9998834540019743,102400,102400,144581142920,349514120,0,0
slowheat_none,0.1966,0.993,-0.993,-0.06625,0.7228000000000001,0.33524999999999994,0.5262000000000001,3.937693103973288,102400,102400,144581128000,349499200,0,0
hard_freeze,0.1906,0.98875,-0.98875,-0.06625,0.8800000000000001,0.127,0.6894000000000001,3.8591401900048368,102400,102400,144581142920,349514120,0,0
replay,0.7576,0.28874999999999995,-0.28874999999999995,-0.0645,0.9833999999999999,0.01150000000000001,0.2257999999999999,2.5347565900010522,143360,143360,201924280320,0,628800,0
distillation,0.1956,0.9942500000000001,-0.9942500000000001,-0.06625,0.8412000000000001,0.18724999999999997,0.6456000000000001,2.283879419992445,102400,184320,182693396480,0,0,0
slowheat_replay,0.7434000000000001,0.29974999999999996,-0.29974999999999996,-0.06625,0.9802,0.010250000000000009,0.2367999999999999,4.901182167988736,143360,143360,202338347400,414067080,628800,0
slowheat_distillation,0.19319999999999998,0.989,-0.989,-0.06625,0.8276,0.19599999999999998,0.6344000000000001,4.567236821982078,102400,184320,183042910600,349514120,0,0
derpp,0.8134,0.21800000000000003,-0.21800000000000003,-0.06625,0.9847999999999999,0.01050000000000001,0.17139999999999989,2.7055515440006275,143360,143360,201924280320,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.8417999999999999,0.17475,-0.17475,-0.06625,0.9879999999999999,0.0037500000000000033,0.1462,4.358654846000718,143360,143360,202331580800,407300480,628800,8000
er_ace,0.7078,0.04224999999999998,0.4515,-0.053500000000000006,0.9848000000000001,0.009750000000000009,0.27700000000000014,2.636173348990269,143360,143360,201924280320,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.7163999999999999,0.047750000000000015,0.47375,-0.06475,0.9868,0.004750000000000004,0.2704000000000001,4.297021896985825,143360,143360,202331580800,407300480,628800,0
agem,0.197,0.9914999999999999,-0.9914999999999999,-0.06625,0.9301999999999999,0.07575000000000001,0.7331999999999999,2.741733086993918,143360,143360,201924280320,0,628800,0
ewc,0.1968,0.9925,-0.9925,-0.06625,0.7518,0.29874999999999996,0.555,2.8611999790009577,102400,102400,144834778290,603149490,0,0
si,0.19619999999999999,0.992,-0.992,-0.06625,0.7657999999999999,0.28,0.5695999999999999,3.1676223849935923,102400,102400,145402655880,1171027080,0,0
lwf_calibrated,0.1956,0.99225,-0.99225,-0.06625,0.9676,0.027249999999999996,0.772,2.302074254024774,102400,184320,182693396480,0,0,0
