reference,candidate,n_pairs,accuracy_reference_percent,accuracy_candidate_percent,accuracy_delta_pp,accuracy_ci95_t_low_pp,accuracy_ci95_t_high_pp,accuracy_p_holm,forgetting_delta_pp,elapsed_ratio_of_means,estimated_flops_delta
vanilla,slowheat_hidden_beta_30_budget_0.25,10,19.637999999999998,19.516,-0.12199999999999961,-0.16645712801427187,-0.07754287198572736,0.0004721291676115367,-0.16750000000000376,1.9858324930233069,344385920.0
replay,slowheat_replay_hidden_beta_30_budget_0.25,10,76.244,76.38000000000001,0.13600000000000168,-0.8105276948890714,1.082527694889075,1.0,-0.5099999999999988,1.7313738229439737,407300480.0
derpp,slowheat_derpp_hidden_beta_30_budget_0.25,10,82.402,85.584,3.182000000000005,2.695770087336266,3.668229912663744,5.057984772110901e-07,-4.865000000000001,1.6344648167183655,407300480.0
er_ace,slowheat_er_ace_hidden_beta_30_budget_0.25,10,71.208,71.128,-0.0800000000000034,-1.0212555392959073,0.8612555392959007,1.0,0.525000000000001,1.6172135622550479,407300480.0
