reference,candidate,n_pairs,accuracy_reference_percent,accuracy_candidate_percent,accuracy_delta_pp,accuracy_ci95_t_low_pp,accuracy_ci95_t_high_pp,accuracy_p_holm,forgetting_delta_pp,elapsed_ratio_of_means,estimated_flops_delta
vanilla,slowheat_hidden_beta_30_budget_0.25,10,19.618,19.488,-0.12999999999999928,-0.21128390946367792,-0.048716090536320644,0.01676898128078084,-0.13000000000000345,2.0318690722715704,344385920.0
replay,slowheat_replay_hidden_beta_30_budget_0.25,10,75.936,76.42599999999999,0.49000000000000266,-0.3992512664101497,1.379251266410155,0.26493023107918945,-1.0325000000000009,1.6946318463163286,407300480.0
derpp,slowheat_derpp_hidden_beta_30_budget_0.25,10,82.49600000000001,85.212,2.716000000000002,2.2706211419343765,3.161378858065627,9.317523927837571e-07,-4.382500000000003,1.6226693740466365,407300480.0
er_ace,slowheat_er_ace_hidden_beta_30_budget_0.25,10,70.71,70.106,-0.6040000000000012,-1.429962427216068,0.22196242721606552,0.26493023107918945,0.6400000000000003,1.6159055140580567,407300480.0
