method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.70428,0.32909999999999995,-0.32909999999999995,0.03950000000000001,0.70428,0.32909999999999995,0.0,8.085729826008901,505600,505600,1623097344000,0,0,0
slowheat,0.9,0.08025000000000002,-0.08025000000000002,0.026050000000000004,0.9,0.08025000000000002,0.0,19.444729890994495,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_10,0.8626000000000001,0.12714999999999996,-0.12714999999999996,0.0262,0.8626000000000001,0.12714999999999996,0.0,19.46209267800441,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_30,0.9,0.08025000000000002,-0.08025000000000002,0.026050000000000004,0.9,0.08025000000000002,0.0,19.45767476200126,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_100,0.8905200000000001,0.08804999999999999,-0.08804999999999999,0.0201,0.8905200000000001,0.08804999999999999,0.0,19.419972457020776,505600,505600,1626787285780,3689941780,0,0
slowheat_adaptive,0.8942399999999999,0.08724999999999997,-0.08724999999999997,0.025399999999999995,0.8942399999999999,0.08724999999999997,0.0,19.42620406599599,505600,505600,1626787285780,3689941780,0,0
slowheat_native_state,0.9138400000000001,0.06290000000000001,-0.06290000000000001,0.0174,0.9138400000000001,0.06290000000000001,0.0,17.63456576599856,505600,505600,1626787285780,3689941780,0,0
slowheat_unidirectional,0.8458,0.14659999999999998,-0.14659999999999998,0.022999999999999996,0.8458,0.14659999999999998,0.0,18.83621236300678,505600,505600,1626787285780,3689941780,0,0
slowheat_unbudgeted,0.90464,0.07155,-0.07155,0.021099999999999997,0.90464,0.07155,0.0,19.390251900011208,505600,505600,1626787285780,3689941780,0,0
slowheat_none,0.67976,0.3592,-0.3592,0.027749999999999997,0.67976,0.3592,0.0,19.378947560006054,505600,505600,1626787252300,3689908300,0,0
hard_freeze,0.88892,0.08180000000000001,-0.08180000000000001,0.01765,0.88892,0.08180000000000001,0.0,18.786051835981198,505600,505600,1626787285780,3689941780,0,0
