method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.47300000000000003,0.6437499999999999,-0.6437499999999999,-0.22775,0.9574,0.04400000000000001,0.4844,6.209860628998285,143360,153360,207108280320,488960000,628800,0,6400,10000,0.16644685300343554
slowheat_replay_hidden_beta_30_budget_0.25,0.47639999999999993,0.6365,-0.6365,-0.21499999999999997,0.943,0.058499999999999996,0.4666,8.699932339000952,143360,153360,207515580800,896260480,628800,0,6400,10000,0.16823212299641455
