method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.195,0.99175,-0.99175,-0.12000000000000001,0.6487999999999999,0.42450000000000004,0.4537999999999999,4.271308825998858,102400,102400,144231628800,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.1934,0.9905,-0.9905,-0.12000000000000001,0.7844,0.252,0.591,6.9174225330025365,102400,102400,144576014720,344385920,0,0,0,0,0.0
