reference,candidate,n_pairs,accuracy_reference_percent,accuracy_candidate_percent,accuracy_delta_pp,accuracy_ci95_t_low_pp,accuracy_ci95_t_high_pp,accuracy_p_holm,forgetting_delta_pp,elapsed_ratio_of_means,estimated_flops_delta
vanilla,slowheat_hidden_beta_30_budget_0.25,10,17.179,17.175,-0.003999999999999837,-0.11620948155946062,0.10820948155946095,0.9374926087567474,0.034999999999998366,1.9162157518810192,14042723840.0
replay,slowheat_replay_hidden_beta_30_budget_0.25,10,20.365000000000002,20.712999999999997,0.34799999999999914,0.053652871231325186,0.6423471287686731,0.05086865475970693,-0.14625000000000443,1.6955219452855055,15033628160.0
derpp,slowheat_derpp_hidden_beta_30_budget_0.25,10,22.111,20.977999999999998,-1.1330000000000016,-1.3719299205221847,-0.8940700794778186,7.956630764056104e-06,1.236250000000001,1.6229853423012357,15033628160.0
er_ace,slowheat_er_ace_hidden_beta_30_budget_0.25,10,26.005,30.152999999999995,4.148000000000001,2.9372923969083993,5.358707603091601,8.546712611681914e-05,-2.7350000000000003,1.612191999213575,15033628160.0
