method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1731,0.8283750000000001,-0.8283750000000001,-0.1675,0.5403,0.369375,0.36719999999999997,10.291331614018418,403200,403200,8890889011200,0,0,0
slowheat,0.1684,0.828375,-0.828375,-0.1825,0.5847,0.30799999999999994,0.4163,21.140371305984445,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_10,0.1698,0.830125,-0.830125,-0.1825,0.5791000000000001,0.3185,0.40930000000000005,21.165235616994323,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_30,0.1684,0.828375,-0.828375,-0.1825,0.5847,0.30799999999999994,0.4163,21.169775234011468,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_100,0.1686,0.8286250000000001,-0.8286250000000001,-0.1825,0.5695,0.3275,0.40090000000000003,21.08952619601041,403200,403200,8904964022740,14075011540,0,0
slowheat_adaptive,0.1682,0.829,-0.829,-0.1825,0.5677,0.329625,0.39949999999999997,21.0958087159961,403200,403200,8904964022740,14075011540,0,0
slowheat_native_state,0.1724,0.831,-0.831,-0.17099999999999999,0.5614999999999999,0.344625,0.3890999999999999,18.4249222939834,403200,403200,8904964022740,14075011540,0,0
slowheat_unidirectional,0.1734,0.8286250000000001,-0.8286250000000001,-0.1825,0.5637000000000001,0.34075,0.3903000000000001,20.71021898498293,403200,403200,8904964022740,14075011540,0,0
slowheat_unbudgeted,0.1688,0.8286250000000001,-0.8286250000000001,-0.1825,0.6123000000000001,0.27425,0.44350000000000006,21.074524922005367,403200,403200,8904964022740,14075011540,0,0
slowheat_none,0.1723,0.830375,-0.830375,-0.1825,0.5917999999999999,0.306,0.4194999999999999,21.082336441002553,403200,403200,8904963948300,14074937100,0,0
hard_freeze,0.1699,0.824875,-0.824875,-0.1825,0.5363,0.367,0.3664,20.62939175698557,403200,403200,8904964022740,14075011540,0,0
replay,0.20390000000000003,0.783625,-0.783625,-0.1675,0.7307,0.12700000000000003,0.5267999999999999,14.394981265009847,564480,564480,12447244615680,0,2459200,0
distillation,0.1726,0.83125,-0.83125,-0.1675,0.6665,0.213875,0.4939,12.010816994996276,403200,725760,11261792747520,0,0,0
slowheat_replay,0.20090000000000002,0.788625,-0.788625,-0.16575,0.7388,0.11712499999999995,0.5379,25.5389816990064,564480,564480,12462316982740,15072367060,2459200,0
slowheat_distillation,0.1682,0.8266249999999999,-0.8266249999999999,-0.1825,0.6391,0.238,0.4709,23.24565176400938,403200,725760,11275867759060,14075011540,0,0
derpp,0.2204,0.772375,-0.772375,-0.1675,0.6907,0.185375,0.47029999999999994,14.774012838985072,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.20270000000000002,0.7917500000000001,-0.7917500000000001,-0.170625,0.6873000000000001,0.18712499999999993,0.48460000000000014,23.74969647199032,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.2751,0.244375,0.061249999999999985,-0.157,0.7648999999999999,0.08725000000000002,0.4897999999999999,14.492939307005145,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.2874,0.241375,0.06699999999999999,-0.16237500000000002,0.775,0.07824999999999999,0.48760000000000003,23.323873893998098,564480,564480,12462278243840,15033628160,2459200,0
agem,0.1792,0.8171250000000001,-0.8171250000000001,-0.1675,0.6895,0.17937500000000003,0.5103,15.434127398009878,564480,564480,12447244615680,0,2459200,0
ewc,0.1732,0.829375,-0.829375,-0.1675,0.6216999999999999,0.26875,0.4484999999999999,14.74684800900286,403200,403200,8927968349170,37079337970,0,0
si,0.1704,0.8225,-0.8225,-0.16725,0.6159,0.265625,0.4455,16.313968345988542,403200,403200,8962768144300,71879133100,0,0
lwf_calibrated,0.17170000000000002,0.8275,-0.8275,-0.1675,0.7215,0.14025,0.5498000000000001,12.459699969011126,403200,725760,11261792747520,0,0,0
replay_balanced,0.2185,0.7641249999999999,-0.7641249999999999,-0.128,0.7130000000000001,0.14975,0.49450000000000005,14.249910512007773,564480,564480,12447244615680,0,2459200,0
