method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.16970000000000002,0.8295,-0.8295,-0.057499999999999996,0.5916,0.302125,0.4219,10.284255459002452,403200,403200,8890889011200,0,0,0
slowheat,0.1686,0.8273750000000001,-0.8273750000000001,-0.049249999999999995,0.5678,0.328375,0.3992,21.19868146799854,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_10,0.16999999999999998,0.8282499999999999,-0.8282499999999999,-0.049249999999999995,0.5913,0.301625,0.42130000000000006,21.221401428978425,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_30,0.1686,0.8273750000000001,-0.8273750000000001,-0.049249999999999995,0.5678,0.328375,0.3992,21.22657557198545,403200,403200,8904964022740,14075011540,0,0
slowheat_beta_100,0.1703,0.831,-0.831,-0.049249999999999995,0.5703,0.33099999999999996,0.4,21.206520892010303,403200,403200,8904964022740,14075011540,0,0
slowheat_adaptive,0.16999999999999998,0.83225,-0.83225,-0.049249999999999995,0.5985,0.29662499999999997,0.42850000000000005,21.160709753021365,403200,403200,8904964022740,14075011540,0,0
slowheat_native_state,0.1703,0.8315,-0.8315,-0.049124999999999995,0.6272,0.260375,0.4569,18.745825513004092,403200,403200,8904964022740,14075011540,0,0
slowheat_unidirectional,0.1694,0.8290000000000001,-0.8290000000000001,-0.049249999999999995,0.5471,0.35687499999999994,0.37770000000000004,20.703364750021137,403200,403200,8904964022740,14075011540,0,0
slowheat_unbudgeted,0.1684,0.828,-0.828,-0.049249999999999995,0.5695,0.326625,0.4011,21.118415660021128,403200,403200,8904964022740,14075011540,0,0
slowheat_none,0.1699,0.8290000000000001,-0.8290000000000001,-0.04375,0.6013,0.28975,0.43139999999999995,21.0893350020051,403200,403200,8904963948300,14074937100,0,0
hard_freeze,0.17109999999999997,0.815625,-0.815625,-0.049249999999999995,0.583,0.301125,0.4119,20.41702104502474,403200,403200,8904964022740,14075011540,0,0
