method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.19519999999999998,0.99325,-0.99325,-0.23650000000000002,0.6648,0.40625,0.46959999999999996,1.6382610359869432,102400,102400,144231628800,0,0,0
slowheat,0.1928,0.99175,-0.99175,-0.23650000000000002,0.697,0.36150000000000004,0.5042,3.9045068600098602,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1954,0.9929999999999999,-0.9929999999999999,-0.23650000000000002,0.63,0.44975,0.4346,3.886476296989713,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1928,0.99175,-0.99175,-0.23650000000000002,0.697,0.36150000000000004,0.5042,3.8808708649885375,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.19419999999999998,0.9905,-0.9905,-0.23650000000000002,0.5730000000000001,0.517,0.3788000000000001,3.8802519729943015,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.19119999999999998,0.992,-0.992,-0.23650000000000002,0.7592,0.28200000000000003,0.5680000000000001,3.8808643779775593,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.19519999999999998,0.99275,-0.99275,-0.23650000000000002,0.8332,0.19549999999999998,0.6380000000000001,3.534593844990013,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.1944,0.9927499999999999,-0.9927499999999999,-0.23650000000000002,0.658,0.41325,0.4636,3.8108687340281904,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.19319999999999998,0.9917499999999999,-0.9917499999999999,-0.23650000000000002,0.7018000000000001,0.356,0.5086000000000002,3.8715750300034415,102400,102400,144581142920,349514120,0,0
slowheat_none,0.19519999999999998,0.99325,-0.99325,-0.23650000000000002,0.6658,0.405,0.47059999999999996,3.8752442080003675,102400,102400,144581128000,349499200,0,0
hard_freeze,0.22039999999999998,0.952,-0.952,-0.23650000000000002,0.7754,0.25825,0.5549999999999999,3.7697758569847792,102400,102400,144581142920,349514120,0,0
replay,0.792,0.246,-0.246,-0.23625,0.9796000000000001,0.016749999999999987,0.1876000000000001,2.48688543800381,143360,143360,201924280320,0,628800,0
distillation,0.1968,0.995,-0.995,-0.23650000000000002,0.8968,0.12,0.7000000000000001,2.220037694001803,102400,184320,182693396480,0,0,0
slowheat_replay,0.7824,0.25475000000000003,-0.25475000000000003,-0.22749999999999998,0.9778,0.017749999999999988,0.19540000000000002,4.86070385700441,143360,143360,202338347400,414067080,628800,0
slowheat_distillation,0.188,0.9925,-0.9925,-0.23650000000000002,0.8455999999999999,0.17049999999999998,0.6576,4.426452999992762,102400,184320,183042910600,349514120,0,0
derpp,0.8268000000000001,0.2045,-0.2045,-0.23424999999999999,0.9865999999999999,0.008500000000000008,0.15979999999999983,2.6640498930064496,143360,143360,201924280320,0,628800,8000
