method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.05600000000000001,0.5232222222222223,-0.5232222222222223,-0.027111111111111114,0.16350000000000003,0.4037777777777778,0.10750000000000003,43.090124380018096,409600,409600,9145260441600,0,0,0
slowheat,0.0539,0.5424444444444444,-0.5424444444444444,-0.02666666666666667,0.1519,0.4335555555555556,0.098,94.25377425600891,409600,409600,9159854145880,14593704280,0,0
slowheat_replay,0.09869999999999998,0.4845555555555555,-0.4845555555555555,-0.02666666666666667,0.4286,0.1347777777777778,0.32989999999999997,111.5356392939866,593920,593920,13276427534680,15799894360,24592000,0
slowheat_distillation,0.0578,0.5434444444444444,-0.5434444444444444,-0.02666666666666667,0.21919999999999998,0.36422222222222217,0.1614,100.95600620098412,409600,778240,11903432278360,14593704280,0,0
derpp,0.11600000000000002,0.4432222222222222,-0.4432222222222222,-0.026444444444444448,0.3961,0.15900000000000003,0.2801,59.45120884102653,593920,593920,13260627640320,0,24592000,800000
slowheat_derpp_hidden_beta_30_budget_0.25,0.10769999999999999,0.4473333333333333,-0.4473333333333333,-0.025888888888888892,0.41150000000000003,0.138,0.30380000000000007,106.56084884298616,593920,593920,13276025799680,15398159360,24592000,800000
er_ace,0.1376,0.1507777777777778,0.03066666666666666,-0.024555555555555556,0.4391,0.11277777777777781,0.3015,58.27347299299436,593920,593920,13260627640320,0,24592000,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.14899999999999997,0.14344444444444443,0.06544444444444446,-0.02311111111111111,0.46770000000000006,0.10266666666666667,0.3187000000000001,104.39981932699447,593920,593920,13276025799680,15398159360,24592000,0
agem,0.05500000000000001,0.5261111111111112,-0.5261111111111112,-0.027000000000000003,0.2833,0.2724444444444445,0.2283,67.09732756498852,593920,593920,13260627640320,0,24592000,0
ewc,0.05689999999999999,0.526888888888889,-0.526888888888889,-0.026888888888888893,0.18020000000000003,0.39,0.12330000000000003,67.87475899298443,409600,409600,9188184925160,42924483560,0,0
si,0.056799999999999996,0.5321111111111111,-0.5321111111111111,-0.027000000000000003,0.2263,0.3437777777777778,0.1695,82.73973830000614,409600,409600,9224035989920,78775548320,0,0
lwf_calibrated,0.05450000000000001,0.526,-0.526,-0.027111111111111114,0.4061,0.13955555555555557,0.3516,52.81141788000241,409600,778240,11888838574080,0,0,0
replay_balanced,0.0954,0.4692222222222223,-0.4692222222222223,-0.027000000000000003,0.4,0.15122222222222226,0.30460000000000004,59.10627485701116,593920,593920,13260627640320,0,24592000,0
replay_more_epochs,0.0881,0.46888888888888886,-0.46888888888888886,-0.026333333333333334,0.3658,0.1802222222222222,0.2777,113.22382023799582,1187840,1187840,26521255280640,0,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25,0.09910000000000001,0.4772222222222222,-0.4772222222222222,-0.026888888888888893,0.43220000000000003,0.12177777777777779,0.3331,106.66768647899153,593920,593920,13276025799680,15398159360,24592000,0
slowheat_hidden_beta_30_budget_0.25,0.0558,0.534,-0.534,-0.026888888888888893,0.1578,0.42066666666666674,0.102,90.59270127100172,409600,409600,9159526138880,14265697280,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.0941,0.47866666666666663,-0.47866666666666663,-0.02666666666666667,0.39849999999999997,0.15933333333333335,0.30439999999999995,107.13222293398576,593920,593920,13276025799680,15398159360,24592000,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.10129999999999999,0.48511111111111105,-0.48511111111111105,-0.026555555555555558,0.4337,0.12988888888888894,0.3324,111.24621946699335,593920,593920,13276427534680,15799894360,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.12309999999999999,0.4121111111111111,-0.4121111111111111,-0.026888888888888893,0.43220000000000003,0.12177777777777779,0.30910000000000004,111.60686182900099,593920,593920,13276025799680,15398159360,24592000,0
