method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1728,0.849875,-0.849875,-0.23325,0.5728,0.349875,0.39999999999999997,175.36773790800362,201600,201600,671839322112000,0,0,0,0,0,0.0
slowheat_none,0.1662,0.8515,-0.8515,-0.23325,0.5662,0.35150000000000003,0.4,259.70435438200366,201600,201600,671862384663750,23062551750,0,0,0,0,0.0
slowheat_unidirectional,0.1644,0.86375,-0.86375,-0.23325,0.5644,0.36375,0.4,231.873803444003,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
slowheat,0.1561,0.8260000000000001,-0.8260000000000001,-0.23325,0.5561,0.326,0.4,275.3234599150019,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
hard_freeze,0.1481,0.789,-0.789,-0.23325,0.5448000000000001,0.29312499999999997,0.39670000000000005,278.098299639998,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
lpr,0.26070000000000004,0.78,-0.78,-0.23325,0.8077,0.09762499999999999,0.5469999999999999,265.57806490099756,282240,282680,1044729819647380,103665996696980,2459200,0,6400,0,0.013441000017337501
slowheat_lpr,0.2283,0.79,-0.79,-0.23325,0.7696,0.11437499999999998,0.5412999999999999,368.2369044710067,282240,282680,1044755054582100,103691231631700,2459200,0,6400,0,0.012785741011612117
classifier_expander,0.3698,0.3235,-0.302,-0.22325,0.8121,0.07149999999999998,0.4423,207.46073093102314,282944,363584,1032499732807680,0,2459200,0,6400,0,0.012643801979720592
slowheat_classifier_expander,0.3659,0.348125,-0.30262500000000003,-0.2245,0.8305,0.03325000000000006,0.4646,257.0863189699885,282944,363584,1032524967742400,25234934720,2459200,0,6400,0,0.013264816981973127
scroll,0.09290000000000001,0.413375,-0.413375,-0.23325,0.5,0.049375,0.4071,39.784385389997624,41088,81088,181382798464645,21728548485,2459200,0,6400,0,0.012563089985633269
slowheat_scroll,0.2874,0.15600000000000003,-0.05012500000000001,-0.23325,0.7143,0.005249999999999977,0.42690000000000006,49.39936242598924,41088,81088,181387408025925,26338109765,2459200,0,6400,0,0.01285269804066047
