method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1789,0.849375,-0.849375,-0.0061249999999999985,0.5789,0.349375,0.39999999999999997,134.23395432700636,201600,201600,671839322112000,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.1782,0.841625,-0.841625,-0.022,0.5816,0.337375,0.4034,146.64699163698242,201600,201600,672032393625600,193071513600,193071513600,7936,0,7936,0,0,0,0,0.0
slowheat,0.1403,0.8068749999999999,-0.8068749999999999,-0.010499999999999999,0.5403,0.306875,0.4,206.15327112801606,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.1275,0.761,-0.761,-0.022,0.5275000000000001,0.261,0.4000000000000001,218.62664173002122,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
lpr,0.2599,0.76525,-0.76525,-0.004749999999999997,0.7988,0.09400000000000003,0.5388999999999999,200.36518081001122,282240,282680,1044729819647380,103665996696980,0,0,0,0,2459200,0,6400,0,0.013061670062597841
slowheat_lpr,0.2538,0.760875,-0.760875,-0.0061249999999999985,0.8084999999999999,0.07387499999999997,0.5546999999999999,279.6169712980045,282240,282680,1044755054582100,103691231631700,0,0,81988,81988,2459200,0,6400,0,0.013198836968513206
dualheat_lpr,0.24830000000000002,0.7213750000000001,-0.7213750000000001,-0.022,0.7731000000000001,0.07199999999999998,0.5248000000000002,289.34974886500277,282240,282680,1045025776087380,103961953136980,270721505280,7936,81988,89924,2459200,0,6400,0,0.013450051977997646
classifier_expander,0.35750000000000004,0.36774999999999997,-0.24524999999999997,0.008375,0.8324999999999999,0.05237499999999998,0.47499999999999987,202.74455601299996,282944,363584,1032499732807680,0,0,0,0,0,2459200,0,6400,0,0.013787457981379703
slowheat_classifier_expander,0.3311,0.363,-0.24512499999999998,0.024125,0.8258000000000001,0.032999999999999974,0.4947000000000001,282.52329438299057,282944,363584,1032524967742400,25234934720,0,0,81988,81988,2459200,0,6400,0,0.01328665201435797
dualheat_classifier_expander,0.3422,0.23925000000000002,-0.048749999999999995,-0.020624999999999998,0.8088999999999998,0.027499999999999997,0.46669999999999984,293.7791391200153,282944,363584,1032873170684864,373437877184,348202942464,7936,81988,89924,2459200,0,6400,0,0.013058310985798016
scroll,0.1113,0.37075,-0.317125,-0.022,0.5071,0.06375,0.3958,47.101544007018674,41088,81088,181382798464645,21728548485,0,0,0,0,2459200,0,6400,0,0.01287312206113711
slowheat_scroll,0.2327,0.20562499999999997,-0.15512499999999996,-0.022,0.6691,0.0036249999999999893,0.4364,59.046349632990314,41088,81088,181387408025925,26338109765,0,0,81988,81988,2459200,0,6400,0,0.013102374039590359
dualheat_scroll,0.2379,0.19424999999999998,-0.18062499999999998,-0.022,0.6744000000000001,0.007624999999999993,0.4365000000000001,61.492479751992505,41088,81088,181465065679173,103995763013,77657653248,7936,81988,89924,2459200,0,6400,0,0.012893980980152264
