method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.19519999999999998,0.99275,-0.99275,-0.049,0.6723999999999999,0.39625,0.4771999999999999,1.4881798060087021,102400,102400,144231628800,0,0,0
slowheat,0.194,0.9892500000000001,-0.9892500000000001,-0.049,0.664,0.40175000000000005,0.47000000000000003,3.7028268649883103,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1926,0.98975,-0.98975,-0.049,0.6396,0.43100000000000005,0.44699999999999995,3.7700843579950742,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.194,0.9892500000000001,-0.9892500000000001,-0.049,0.664,0.40175000000000005,0.47000000000000003,3.969283874001121,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1888,0.98975,-0.98975,-0.049,0.5976,0.47874999999999995,0.40880000000000005,3.834374160011066,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.194,0.9882500000000001,-0.9882500000000001,-0.049,0.556,0.53575,0.36200000000000004,3.780166160024237,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.19419999999999998,0.99,-0.99,-0.049,0.7986,0.2345,0.6044,3.5975953479937743,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.19519999999999998,0.9885,-0.9885,-0.049,0.7121999999999999,0.34224999999999994,0.5169999999999999,3.7058800449885894,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.1908,0.99,-0.99,-0.049,0.6559999999999999,0.4085,0.46519999999999995,3.6987163570011035,102400,102400,144581142920,349514120,0,0
slowheat_none,0.1944,0.99275,-0.99275,-0.049,0.6104,0.47275,0.41600000000000004,3.692232203000458,102400,102400,144581128000,349499200,0,0
hard_freeze,0.1914,0.9875,-0.9875,-0.049,0.8059999999999998,0.21924999999999997,0.6145999999999998,3.564627868006937,102400,102400,144581142920,349514120,0,0
replay,0.7538,0.29125,-0.29125,-0.04825,0.9837999999999999,0.008750000000000008,0.22999999999999987,2.2085652990208473,143360,143360,201924280320,0,628800,0
distillation,0.1954,0.993,-0.993,-0.049,0.9116,0.09775,0.7162,1.9321023770025931,102400,184320,182693396480,0,0,0
slowheat_replay,0.7696000000000001,0.264,-0.264,-0.04875,0.9843999999999999,0.004500000000000004,0.21479999999999988,4.401205120026134,143360,143360,202338347400,414067080,628800,0
slowheat_distillation,0.194,0.98875,-0.98875,-0.049,0.8629999999999999,0.15275,0.6689999999999998,4.123680988006527,102400,184320,183042910600,349514120,0,0
derpp,0.8362,0.187,-0.187,-0.049,0.9858,0.006750000000000006,0.14959999999999996,2.310357277019648,143360,143360,201924280320,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.8628,0.14299999999999996,-0.14299999999999996,-0.04875,0.985,0.0050000000000000044,0.12219999999999998,3.8545649719890207,143360,143360,202331580800,407300480,628800,8000
er_ace,0.7292000000000001,0.031000000000000028,0.48424999999999996,-0.049,0.985,0.007000000000000006,0.2557999999999999,2.308135183993727,143360,143360,201924280320,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.7208,0.03475000000000003,0.5245,-0.049,0.9843999999999999,0.006500000000000006,0.26359999999999995,3.801278534985613,143360,143360,202331580800,407300480,628800,0
agem,0.1988,0.989,-0.989,-0.049,0.9584000000000001,0.03949999999999998,0.7596000000000002,2.417130155983614,143360,143360,201924280320,0,628800,0
ewc,0.1936,0.9927499999999999,-0.9927499999999999,-0.049,0.698,0.36225,0.5044,2.433231255010469,102400,102400,144834778290,603149490,0,0
si,0.1938,0.9927499999999999,-0.9927499999999999,-0.049,0.6732,0.39349999999999996,0.47940000000000005,2.7363468639960047,102400,102400,145402655880,1171027080,0,0
lwf_calibrated,0.19519999999999998,0.99125,-0.99125,-0.049,0.8899999999999999,0.123,0.6947999999999999,1.985554786020657,102400,184320,182693396480,0,0,0
replay_balanced,0.7647999999999999,0.277,-0.277,-0.04875,0.9846,0.008000000000000007,0.2198000000000001,2.1845861159963533,143360,143360,201924280320,0,628800,0
replay_more_epochs,0.7734,0.26825,-0.26825,-0.045,0.9872,0.005750000000000005,0.2138,4.395404963986948,286720,286720,403848560640,0,628800,0
replay_early_stopping,0.7870000000000001,0.23525,-0.23525,-0.0445,0.9822,0.0040000000000000036,0.19519999999999982,1.3632403629890177,84992,84992,119712251904,0,628800,0
replay_global_lr_reduction,0.6886,0.351,-0.351,-0.0425,0.9753999999999999,0.0027500000000000024,0.28679999999999994,2.1999193080118857,143360,143360,201924280320,0,628800,0
slowheat_replay_hidden_beta_30_budget_0.25,0.7674000000000001,0.27225,-0.27225,-0.0475,0.986,0.004750000000000004,0.2185999999999999,3.7448306580190547,143360,143360,202331580800,407300480,628800,0
slowheat_hidden_beta_30_budget_0.25,0.195,0.9905,-0.9905,-0.049,0.7894,0.2475,0.5944,3.021503775002202,102400,102400,144576014720,344385920,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.7729999999999999,0.266,-0.266,-0.047,0.9846,0.006000000000000005,0.21160000000000012,3.735046963993227,143360,143360,202331580800,407300480,628800,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.7747999999999999,0.25975,-0.25975,-0.04825,0.9832000000000001,0.006500000000000006,0.20840000000000014,4.4136457510176115,143360,143360,202338347400,414067080,628800,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.8459999999999999,0.16174999999999998,-0.16174999999999998,-0.049,0.986,0.004750000000000004,0.14000000000000012,3.843499287002487,143360,143360,202331580800,407300480,628800,0
