method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1752,0.849,-0.849,-0.10375,0.6185999999999999,0.29474999999999996,0.4433999999999999,7.955477372001042,201600,201600,6780882124800,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.17070000000000002,0.829875,-0.829875,-0.104,0.6860999999999999,0.185625,0.5153999999999999,11.421936167993408,201600,201600,6780990084320,107959520,0,0,0,0,0.0
