method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.177,0.8790000000000001,-0.8790000000000001,-0.124,0.5694,0.38849999999999996,0.3924,60.053207165998174,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.16499999999999998,0.86175,-0.86175,-0.12425,0.5523,0.37762500000000004,0.38730000000000003,66.6062339579803,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
