method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.175,0.852875,-0.852875,0.0,0.6102000000000001,0.308875,0.4352000000000001,7.7610992879999685,201600,201600,6780882124800,0,0,0
slowheat_none,0.1743,0.8551249999999999,-0.8551249999999999,0.0,0.62,0.29800000000000004,0.4457,12.716163708002568,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.17529999999999998,0.848625,-0.848625,0.0,0.6339,0.2753749999999999,0.4586,12.643608393002069,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1749,0.8502500000000001,-0.8502500000000001,0.0,0.6264,0.285875,0.45149999999999996,12.84937381400232,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1733,0.8464999999999999,-0.8464999999999999,0.0,0.6349,0.26949999999999996,0.4616,12.713108201001887,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.1749,0.846875,-0.846875,0.0,0.6317999999999999,0.27574999999999994,0.4568999999999999,12.71962272699966,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.1756,0.847125,-0.847125,0.0,0.6542999999999999,0.24875,0.4786999999999999,11.720704395000212,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.1758,0.851625,-0.851625,0.0,0.6319,0.2815,0.4561,11.779222969998955,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.17509999999999998,0.842125,-0.842125,0.0,0.6574,0.23925,0.4823,11.808358673999464,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.174,0.85225,-0.85225,0.0,0.6491,0.258375,0.4751,11.758991152000817,201600,201600,6780990084320,107959520,0,0
