method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.13440000000000002,0.805875,-0.805875,-0.09049999999999998,0.5365,0.30325,0.40209999999999996,206.18830529999104,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.12279999999999999,0.82125,-0.82125,-0.09862499999999999,0.5227999999999999,0.32125000000000004,0.3999999999999999,217.19663566697272,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
