method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1754,0.85275,-0.85275,-0.198375,0.6728999999999999,0.230875,0.49749999999999994,28.912957477001328,201600,201600,6780882124800,0,0,0
slowheat_none,0.1762,0.852375,-0.852375,-0.19824999999999998,0.6134000000000001,0.305875,0.43720000000000003,90.99181543399754,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.174,0.852,-0.852,-0.198375,0.6462000000000001,0.26175000000000004,0.4722000000000001,89.22202405400094,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1736,0.850625,-0.850625,-0.19824999999999998,0.5812,0.341125,0.4076000000000001,68.58574081799816,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.174,0.842125,-0.842125,-0.19862499999999997,0.5734999999999999,0.34275,0.3994999999999999,12.455091722000361,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.1738,0.843,-0.843,-0.198375,0.5817,0.33312500000000006,0.4079,12.656565337001666,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.1732,0.847,-0.847,-0.19824999999999998,0.595,0.31975,0.42179999999999995,11.331528951999644,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.1733,0.850375,-0.850375,-0.198375,0.6533000000000001,0.250375,0.4800000000000001,11.897035605001292,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.1705,0.84975,-0.84975,-0.198375,0.6143,0.295,0.4438,11.39291846299966,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1759,0.852125,-0.852125,-0.19849999999999998,0.6682,0.23674999999999996,0.4923,11.500648902001558,201600,201600,6780990084320,107959520,0,0
