method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.1765,0.873125,-0.873125,-0.123625,0.5764,0.37325,0.39990000000000003,60.29412529501133,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.1504,0.832875,-0.832875,-0.1225,0.5602,0.32062499999999994,0.40980000000000005,67.06378978898283,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
