method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1733,0.8545,-0.8545,0.047625,0.6285000000000001,0.2855,0.45520000000000005,7.997631771999295,201600,201600,6780882124800,0,0,0
slowheat_none,0.17370000000000002,0.8536250000000001,-0.8536250000000001,0.047625,0.628,0.28574999999999995,0.4543,13.089304160999745,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.17609999999999998,0.8462500000000001,-0.8462500000000001,0.04725,0.5891,0.33,0.413,12.789393013998051,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1742,0.851125,-0.851125,0.047375,0.6059,0.3115,0.4317,12.764500766999845,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1749,0.844375,-0.844375,0.047125,0.6223000000000001,0.285125,0.4474000000000001,12.7767507369972,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.17250000000000001,0.84775,-0.84775,0.04725,0.587,0.32962500000000006,0.4145,12.758499883002514,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.1723,0.8468749999999999,-0.8468749999999999,0.046875,0.6064,0.30425,0.43410000000000004,11.699110638001002,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.1724,0.8538749999999999,-0.8538749999999999,0.046875,0.663,0.24062499999999998,0.49060000000000004,11.475544435001211,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.1701,0.842625,-0.842625,0.047125,0.6202,0.28,0.45009999999999994,11.540720797998802,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1699,0.8540000000000001,-0.8540000000000001,0.047,0.5793999999999999,0.342125,0.4094999999999999,11.65283723599714,201600,201600,6780990084320,107959520,0,0
