method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.18380000000000002,0.886125,-0.886125,-0.122875,0.5838,0.38612500000000005,0.39999999999999997,59.422672755026724,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.17070000000000002,0.818125,-0.818125,-0.121125,0.5035999999999999,0.402,0.3328999999999999,67.020283602993,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
