method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.22690000000000002,0.7566250000000001,-0.7566250000000001,-0.005124999999999993,0.5131,0.42200000000000004,0.2862,11.64774608999869,282240,322240,9941706014720,0,2459200,0,6400,40000,0.4166564599945559
slowheat_replay_hidden_beta_30_budget_0.25,0.1895,0.769875,-0.769875,-0.011499999999999993,0.5152000000000001,0.39575,0.3257000000000001,15.663450779000414,282240,322240,9941844940000,138925280,2459200,0,6400,40000,0.416292912006611
