reference,candidate,n_pairs,accuracy_reference_percent,accuracy_candidate_percent,accuracy_delta_pp,accuracy_ci95_t_low_pp,accuracy_ci95_t_high_pp,accuracy_p_holm,forgetting_delta_pp,elapsed_ratio_of_means,estimated_flops_delta
vanilla,slowheat_hidden_beta_30_budget_0.25,10,5.437000000000001,5.488,0.050999999999999795,-0.08250986763796653,0.18450986763796615,0.4099549302974236,0.30000000000000027,1.8574560905385284,14265697280.0
replay,slowheat_replay_hidden_beta_30_budget_0.25,10,9.269,9.89,0.6210000000000002,0.3328483737183323,0.9091516262816681,0.002631516794483273,0.67888888888889,1.6048878146257335,15398159360.0
derpp,slowheat_derpp_hidden_beta_30_budget_0.25,10,11.360000000000001,10.83,-0.5300000000000004,-0.8192456892978264,-0.24075431070217432,0.005005360874651645,0.07111111111110957,1.5583520440595964,15398159360.0
er_ace,slowheat_er_ace_hidden_beta_30_budget_0.25,10,13.425,14.699000000000002,1.274,0.8330475970249704,1.7149524029750298,0.00042764440605935213,-0.4211111111111119,1.5727926181801237,15398159360.0
