method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1779,0.86825,-0.86825,-0.11425,0.5753999999999999,0.371375,0.3974999999999999,127.17838364400086,201600,201600,671839322112000,0,0,0,0,0,0.0
slowheat_none,0.17529999999999998,0.862875,-0.862875,-0.115125,0.5559999999999999,0.387,0.3806999999999999,173.72739898398868,201600,201600,671862384663750,23062551750,0,0,0,0,0.0
slowheat_unidirectional,0.1688,0.861,-0.861,-0.113875,0.5688,0.361,0.39999999999999997,154.54760657899897,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
slowheat,0.1266,0.792625,-0.792625,-0.118875,0.5267999999999999,0.29237500000000005,0.40019999999999994,186.4259306360036,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
hard_freeze,0.14279999999999998,0.79825,-0.79825,-0.116875,0.5469999999999999,0.2929999999999999,0.40419999999999995,183.91207165500964,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
lpr,0.2439,0.7967500000000001,-0.7967500000000001,-0.117875,0.7779,0.13024999999999995,0.534,192.7385010199796,282240,282680,1044729819647380,103665996696980,2459200,0,6400,0,0.012941971013788134
slowheat_lpr,0.24710000000000001,0.7833749999999999,-0.7833749999999999,-0.115,0.7656000000000001,0.13799999999999998,0.5185000000000001,252.27583203700488,282240,282680,1044755054582100,103691231631700,2459200,0,6400,0,0.012908542004879564
classifier_expander,0.39130000000000004,0.298875,-0.22237500000000002,-0.11199999999999999,0.8048,0.08687500000000004,0.4134999999999999,197.11814995799796,282944,363584,1032499732807680,0,2459200,0,6400,0,0.013199694018112496
slowheat_classifier_expander,0.3955,0.3403749999999999,-0.31575,-0.102375,0.8382999999999999,0.03949999999999998,0.4427999999999999,256.5710973679961,282944,363584,1032524967742400,25234934720,2459200,0,6400,0,0.01349539402872324
scroll,0.1,0.41925,-0.41925,-0.125,0.5,0.04425000000000001,0.4,39.75101474998519,41088,81088,181382798464645,21728548485,2459200,0,6400,0,0.012780546996509656
slowheat_scroll,0.2584,0.11712499999999999,-0.03150000000000001,-0.125,0.6820999999999999,0.012999999999999984,0.4236999999999999,49.38433823801461,41088,81088,181387408025925,26338109765,2459200,0,6400,0,0.013001551938941702
