method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1716,0.826125,-0.826125,-0.066875,0.5534,0.34887500000000005,0.38180000000000003,10.262642105983105,403200,403200,8890889011200,0,0,0
slowheat_hidden_beta_30_budget_0.25,0.1716,0.829125,-0.829125,-0.067,0.6153000000000001,0.27449999999999997,0.4437000000000001,19.26843940897379,403200,403200,8904931735040,14042723840,0,0
replay,0.1991,0.7885,-0.7885,-0.066875,0.7025,0.16012499999999996,0.5034000000000001,13.234147809038404,564480,564480,12447244615680,0,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25,0.20659999999999998,0.783625,-0.783625,-0.067,0.6947,0.17500000000000002,0.4881,23.885090389987454,564480,564480,12462278243840,15033628160,2459200,0
derpp,0.22039999999999998,0.76425,-0.76425,-0.066875,0.667,0.207,0.44660000000000005,14.881908865994774,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.2123,0.7775000000000001,-0.7775000000000001,-0.067,0.6567000000000001,0.223375,0.4444000000000001,24.022783194028307,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.262,0.23762499999999998,0.03550000000000003,-0.057375,0.7388,0.11624999999999996,0.4768,14.546625210961793,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.28209999999999996,0.22674999999999998,0.04700000000000001,-0.061500000000000006,0.7630000000000001,0.09262499999999999,0.48090000000000016,23.71049807302188,564480,564480,12462278243840,15033628160,2459200,0
