method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.90648,0.07114999999999999,-0.07114999999999999,0.036199999999999996,0.90648,0.07114999999999999,0.0,12.822309698000026,707840,757840,2325840281600,0,3144000,0,32000,50000,0.10673015299835242
slowheat_replay_hidden_beta_30_budget_0.25,0.91808,0.04890000000000003,-0.04890000000000003,0.0201,0.91808,0.04890000000000003,0.0,21.668824373999087,707840,757840,2330121128960,4280847360,3144000,0,32000,50000,0.10743234100664267
