method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.18680000000000002,0.8907499999999999,-0.8907499999999999,0.0,0.5522,0.43400000000000005,0.3654,36.478252448985586,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.1854,0.8932499999999999,-0.8932499999999999,0.0,0.6186,0.35175,0.43320000000000003,52.957553771004314,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1851,0.8776250000000001,-0.8776250000000001,0.0,0.5433,0.429875,0.3582,51.97908122598892,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.1837,0.8525,-0.8525,0.0,0.5988,0.33362499999999995,0.4151,52.68464740100899,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.1682,0.79875,-0.79875,0.0,0.5666,0.30074999999999996,0.3984,51.97977108199848,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
