method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.05500000000000001,0.5241111111111111,-0.5241111111111111,-0.01777777777777778,0.1651,0.4017777777777778,0.11009999999999999,42.58518278898555,409600,409600,9145260441600,0,0,0
slowheat,0.054400000000000004,0.5343333333333333,-0.5343333333333333,-0.018000000000000002,0.1484,0.42988888888888893,0.094,92.02178555302089,409600,409600,9159854145880,14593704280,0,0
slowheat_replay,0.09970000000000001,0.47988888888888886,-0.47988888888888886,-0.01777777777777778,0.422,0.1373333333333333,0.3223,107.29511675998219,593920,593920,13276427534680,15799894360,24592000,0
slowheat_distillation,0.056799999999999996,0.5382222222222222,-0.5382222222222222,-0.018000000000000002,0.2311,0.34455555555555556,0.1743,101.61310815502657,409600,778240,11903432278360,14593704280,0,0
derpp,0.1189,0.44044444444444447,-0.44044444444444447,-0.017333333333333336,0.40140000000000003,0.15744444444444447,0.28250000000000003,58.500383958016755,593920,593920,13260627640320,0,24592000,800000
slowheat_derpp_hidden_beta_30_budget_0.25,0.1139,0.4465555555555556,-0.4465555555555556,-0.01688888888888889,0.41600000000000004,0.13400000000000004,0.30210000000000004,108.50341357299476,593920,593920,13276025799680,15398159360,24592000,800000
er_ace,0.1315,0.14955555555555555,0.025999999999999992,-0.01411111111111111,0.44889999999999997,0.11144444444444443,0.31739999999999996,58.04585061399848,593920,593920,13260627640320,0,24592000,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.1419,0.14733333333333334,0.0641111111111111,-0.011222222222222224,0.46699999999999997,0.09688888888888891,0.32509999999999994,107.71779166799388,593920,593920,13276025799680,15398159360,24592000,0
agem,0.0573,0.5260000000000001,-0.5260000000000001,-0.017444444444444446,0.279,0.2797777777777778,0.22170000000000004,66.14542648399947,593920,593920,13260627640320,0,24592000,0
ewc,0.053700000000000005,0.5295555555555556,-0.5295555555555556,-0.017333333333333336,0.174,0.3958888888888889,0.12029999999999999,67.94264864301658,409600,409600,9188184925160,42924483560,0,0
si,0.0563,0.5255555555555556,-0.5255555555555556,-0.01788888888888889,0.215,0.34933333333333333,0.1587,82.21298673399724,409600,409600,9224035989920,78775548320,0,0
lwf_calibrated,0.0546,0.5322222222222224,-0.5322222222222224,-0.01788888888888889,0.41340000000000005,0.1376666666666667,0.35880000000000006,51.80816566199064,409600,778240,11888838574080,0,0,0
replay_balanced,0.0988,0.46955555555555556,-0.46955555555555556,-0.01788888888888889,0.41050000000000003,0.14200000000000002,0.31170000000000003,57.98070712201297,593920,593920,13260627640320,0,24592000,0
replay_more_epochs,0.0879,0.4662222222222222,-0.4662222222222222,-0.016333333333333335,0.37510000000000004,0.16644444444444448,0.2872,114.75558548400295,1187840,1187840,26521255280640,0,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25,0.0981,0.48944444444444435,-0.48944444444444435,-0.01766666666666667,0.43949999999999995,0.1242222222222222,0.3413999999999999,110.82065496299765,593920,593920,13276025799680,15398159360,24592000,0
slowheat_hidden_beta_30_budget_0.25,0.055200000000000006,0.5324444444444444,-0.5324444444444444,-0.01766666666666667,0.1778,0.3962222222222222,0.12260000000000001,91.77491681702668,409600,409600,9159526138880,14265697280,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.0978,0.48233333333333334,-0.48233333333333334,-0.01766666666666667,0.4252000000000001,0.13544444444444448,0.3274000000000001,136.57131658800063,593920,593920,13276025799680,15398159360,24592000,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.1004,0.49077777777777776,-0.49077777777777776,-0.01788888888888889,0.43039999999999995,0.13711111111111107,0.32999999999999996,129.808993810002,593920,593920,13276427534680,15799894360,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.1238,0.42022222222222216,-0.42022222222222216,-0.01766666666666667,0.43949999999999995,0.1242222222222222,0.3157,111.18421889201272,593920,593920,13276025799680,15398159360,24592000,0
