method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.475,0.641,-0.641,-0.04825,0.9485999999999999,0.05500000000000002,0.4735999999999999,3.3135299439964,143360,153360,207108280320,488960000,628800,0,6400,10000,0.09947384499537293
slowheat_replay_hidden_beta_30_budget_0.25,0.4648,0.65025,-0.65025,-0.03924999999999999,0.9503999999999999,0.05125000000000002,0.4855999999999999,4.855000068004301,143360,153360,207515580800,896260480,628800,0,6400,10000,0.0994352310008253
