method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.18819999999999998,0.903,-0.903,-0.248875,0.5989,0.389625,0.4107,36.436119907011744,201600,201600,184790030745600,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.1876,0.8991250000000001,-0.8991250000000001,-0.245,0.5923999999999999,0.39312500000000006,0.40479999999999994,44.32465257999138,201600,201600,184888347033600,98316288000,98316288000,11008,0,11008,0,0,0,0,0.0
slowheat,0.17629999999999998,0.864125,-0.864125,-0.246,0.5801999999999999,0.35925000000000007,0.4038999999999999,60.15811299800407,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.1621,0.8455,-0.8455,-0.2485,0.5836,0.31862500000000005,0.4215,68.54177175002405,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
lpr,0.2514,0.819375,-0.819375,-0.247375,0.7704,0.17137499999999997,0.5189999999999999,67.47440573500353,282240,282680,353954071976920,95113591741400,0,0,0,0,2459200,0,6400,0,0.012969723000423983
slowheat_lpr,0.2479,0.821,-0.821,-0.24525000000000002,0.7746,0.16412500000000002,0.5267,92.39755818000413,282240,282680,353971701249880,95131221014360,0,0,33184,33184,2459200,0,6400,0,0.012189549015602097
dualheat_lpr,0.2835,0.75825,-0.75825,-0.24762499999999998,0.776,0.146125,0.49250000000000005,96.98134913301328,282240,282680,354109558632280,95269078396760,137857382400,11008,33184,44192,2459200,0,6400,0,0.012758091004798189
classifier_expander,0.43289999999999995,0.307125,-0.278,-0.24725,0.8452,0.08499999999999999,0.4123,56.28957665900816,282944,363584,283990012329984,0,0,0,0,0,2459200,0,6400,0,0.013451620994601399
slowheat_classifier_expander,0.4603,0.26375,-0.18262499999999998,-0.2475,0.8620999999999999,0.057749999999999996,0.4017999999999999,81.02616889300407,282944,363584,284007641602944,17629272960,0,0,33184,33184,2459200,0,6400,0,0.01291404600488022
dualheat_classifier_expander,0.44670000000000004,0.23137500000000003,0.05712500000000001,-0.2475,0.8599,0.04174999999999998,0.41319999999999996,87.037440065993,282944,363584,284184954248064,194941918080,177312645120,11008,33184,44192,2459200,0,6400,0,0.012424240994732827
scroll,0.1562,0.3255,-0.203125,-0.25,0.5708,0.08262499999999999,0.41459999999999997,12.167520112008788,41088,81088,49905259599493,21728548485,0,0,0,0,2459200,0,6400,0,0.012343508016783744
slowheat_scroll,0.2217,0.15050000000000002,-0.15050000000000002,-0.25,0.6678,0.011624999999999996,0.44609999999999994,15.755454143014504,41088,81088,49908608012293,25076961285,0,0,33184,33184,2459200,0,6400,0,0.012895240972284228
dualheat_scroll,0.2673,0.10462499999999998,-0.06312499999999997,-0.25,0.689,0.02300000000000002,0.42169999999999996,16.909787153999787,41088,81088,49948153008133,64621957125,39544995840,11008,33184,44192,2459200,0,6400,0,0.013230363023467362
