method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.4117,0.522625,-0.522625,-0.118625,0.8445,0.012999999999999984,0.4328,11.714699645002838,282240,322240,9942320414720,614400000,2459200,0,6400,40000,0.49281902199436445
slowheat_replay_hidden_beta_30_budget_0.25,0.4061,0.493125,-0.493125,-0.12012499999999998,0.8344999999999999,0.008374999999999994,0.4283999999999999,15.522627921003732,282240,322240,9942459340000,753325280,2459200,0,6400,40000,0.49458615200273925
