method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.1414,0.833375,-0.833375,-0.09487499999999999,0.5414,0.333375,0.4,205.95322028102237,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.1289,0.801375,-0.801375,-0.11474999999999999,0.5288999999999999,0.30137499999999995,0.3999999999999999,217.7395598469884,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
