method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.1236,0.8125,-0.8125,-0.05725000000000001,0.5239999999999999,0.312,0.4003999999999999,205.6116684449953,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.136,0.703625,-0.703625,-0.07275000000000001,0.5356,0.204125,0.39959999999999996,217.55151547698188,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
