method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.197,0.9917499999999999,-0.9917499999999999,-0.19174999999999998,0.5976,0.491,0.4006,1.470643142994959,102400,102400,144231628800,0,0,0
slowheat,0.1948,0.98875,-0.98875,-0.19174999999999998,0.6910000000000001,0.3685,0.4962000000000001,3.9944006789883133,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1926,0.99,-0.99,-0.19174999999999998,0.772,0.26575000000000004,0.5794,3.9928176150133368,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1948,0.98875,-0.98875,-0.19174999999999998,0.6910000000000001,0.3685,0.4962000000000001,3.9976213409972843,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1954,0.988,-0.988,-0.19174999999999998,0.5938,0.49,0.3984,3.9906098950013984,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.1948,0.989,-0.989,-0.19174999999999998,0.6518,0.41774999999999995,0.4570000000000001,3.993810863001272,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.1966,0.99,-0.99,-0.19174999999999998,0.7748,0.26725,0.5782,3.633260842994787,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.1926,0.9905,-0.9905,-0.19174999999999998,0.7816,0.25425,0.589,3.876909525017254,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.1946,0.98925,-0.98925,-0.19174999999999998,0.7462,0.29974999999999996,0.5516,3.9968695680145174,102400,102400,144581142920,349514120,0,0
slowheat_none,0.197,0.9917499999999999,-0.9917499999999999,-0.19174999999999998,0.5976,0.491,0.4006,4.003779006015975,102400,102400,144581128000,349499200,0,0
hard_freeze,0.1938,0.987,-0.987,-0.19174999999999998,0.8238000000000001,0.19949999999999998,0.6300000000000001,3.8592881119984668,102400,102400,144581142920,349514120,0,0
replay,0.752,0.29700000000000004,-0.29700000000000004,-0.19124999999999998,0.9815999999999999,0.014250000000000013,0.22959999999999992,2.536151409993181,143360,143360,201924280320,0,628800,0
distillation,0.1976,0.9924999999999999,-0.9924999999999999,-0.19174999999999998,0.857,0.16824999999999998,0.6594,2.2746115699992515,102400,184320,182693396480,0,0,0
slowheat_replay,0.7468,0.298,-0.298,-0.19174999999999998,0.9800000000000001,0.01050000000000001,0.23320000000000007,4.897529840993229,143360,143360,202338347400,414067080,628800,0
