method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.4412,0.6885,-0.6885,-0.13275,0.8652,0.162,0.424,2.763943912999821,143360,153360,206619320320,0,628800,0,6400,10000,0.023787543999787886
slowheat_replay_hidden_beta_30_budget_0.25,0.4708,0.64825,-0.64825,-0.13125,0.8826,0.13875,0.41180000000000005,4.838513142000011,143360,153360,207026620800,407300480,628800,0,6400,10000,0.023891742996056564
