method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1944,0.9950000000000001,-0.9950000000000001,-0.1615,0.647,0.42925,0.4526,1.6097800630086567,102400,102400,144231628800,0,0,0
slowheat,0.1944,0.9922500000000001,-0.9922500000000001,-0.1615,0.7218,0.33299999999999996,0.5274,3.8853900200047065,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.19419999999999998,0.992,-0.992,-0.1615,0.7378,0.3125,0.5436000000000001,3.893200987979071,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1944,0.9922500000000001,-0.9922500000000001,-0.1615,0.7218,0.33299999999999996,0.5274,3.892113308014814,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1928,0.99125,-0.99125,-0.1615,0.5934,0.4905,0.40060000000000007,3.7661360850033816,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.1872,0.992,-0.992,-0.1615,0.7167999999999999,0.33000000000000007,0.5295999999999998,3.6412875360110775,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.1944,0.99375,-0.99375,-0.1615,0.7767999999999999,0.26575000000000004,0.5823999999999999,3.344939639006043,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.1916,0.9924999999999999,-0.9924999999999999,-0.1615,0.8231999999999999,0.20299999999999999,0.6315999999999999,3.540254958992591,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.189,0.99075,-0.99075,-0.1615,0.6719999999999999,0.387,0.48299999999999993,3.8565108869806863,102400,102400,144581142920,349514120,0,0
slowheat_none,0.1944,0.9950000000000001,-0.9950000000000001,-0.1615,0.647,0.42925,0.4526,3.8843934379983693,102400,102400,144581128000,349499200,0,0
hard_freeze,0.1924,0.9904999999999999,-0.9904999999999999,-0.1615,0.7809999999999999,0.25475,0.5885999999999999,3.7589319130056538,102400,102400,144581142920,349514120,0,0
