method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.06720000000000001,0.503,-0.503,-0.005222222222222222,0.3061,0.2538888888888889,0.23889999999999997,22.316889305002405,593920,633920,13566148280320,7823360000,24592000,0,64000,40000,0.9665532179933507
slowheat_replay_hidden_beta_30_budget_0.25,0.0771,0.5068888888888889,-0.5068888888888889,-0.005111111111111111,0.33880000000000005,0.2298888888888889,0.26170000000000004,31.837551482996787,593920,633920,13581546439680,23221519360,24592000,0,64000,40000,0.9779291169834323
