method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1874,0.9028750000000001,-0.9028750000000001,-0.25,0.5708,0.42362500000000003,0.38339999999999996,64.9486025889928,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.18660000000000002,0.894375,-0.894375,-0.2495,0.6029,0.374,0.4163,227.47723278202466,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1857,0.887,-0.887,-0.248875,0.5434,0.439875,0.3577,233.41432021500077,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.1807,0.873625,-0.873625,-0.249875,0.5843,0.369125,0.40360000000000007,236.15171916497638,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.1339,0.8137500000000001,-0.8137500000000001,-0.24925,0.5401,0.306,0.4062,237.97899780899752,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
lpr,0.2327,0.839,-0.839,-0.25,0.7678,0.17049999999999998,0.5351,116.26694474500255,282240,282680,353954071976920,95113591741400,2459200,0,6400,0,0.014073262980673462
slowheat_lpr,0.2669,0.7995,-0.7995,-0.25,0.7632,0.18099999999999997,0.49629999999999996,181.7976562299882,282240,282680,353971701249880,95131221014360,2459200,0,6400,0,0.013274714030558243
classifier_expander,0.4255000000000001,0.26849999999999996,-0.09862499999999999,-0.246875,0.8449,0.06174999999999997,0.4193999999999999,59.37453916898812,282944,363584,283990012329984,0,2459200,0,6400,0,0.013212628022301942
slowheat_classifier_expander,0.4282,0.252375,-0.06812500000000002,-0.249875,0.8491,0.06637499999999999,0.42089999999999994,81.33140563900815,282944,363584,284007641602944,17629272960,2459200,0,6400,0,0.01307352600269951
scroll,0.11320000000000001,0.30675,-0.235625,-0.25,0.5193,0.113125,0.40609999999999996,17.1036136780167,41088,81088,49905259599493,21728548485,2459200,0,6400,0,0.013637523021316156
slowheat_scroll,0.1941,0.294375,-0.294375,-0.25,0.6218000000000001,0.05887500000000001,0.42770000000000014,24.323449768999126,41088,81088,49908608012293,25076961285,2459200,0,6400,0,0.012732350995065644
