method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.9395200000000001,0.028599999999999987,-0.028599999999999987,0.01605,0.9395200000000001,0.028599999999999987,0.0,58.990049812004145,707840,757840,2326608281600,768000000,3144000,0,32000,50000,1.381551741003932
slowheat_replay_hidden_beta_30_budget_0.25,0.94392,0.01715,-0.01715,0.021049999999999996,0.94392,0.01715,0.0,86.62548928799515,707840,757840,2330889128960,5048847360,3144000,0,32000,50000,1.4008871789919795
