method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.19619999999999999,0.9909999999999999,-0.9909999999999999,-0.07850000000000001,0.6965999999999999,0.36549999999999994,0.5004,1.715968325996073,102400,102400,144231628800,0,0,0
slowheat,0.1926,0.987,-0.987,-0.07850000000000001,0.6884,0.36724999999999997,0.4958,4.004730587010272,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1928,0.98875,-0.98875,-0.07850000000000001,0.7358,0.31000000000000005,0.543,3.8551675810012966,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1926,0.987,-0.987,-0.07850000000000001,0.6884,0.36724999999999997,0.4958,3.8603275979985483,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1918,0.98125,-0.98125,-0.07850000000000001,0.6028,0.4674999999999999,0.41100000000000003,3.8531422030064277,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.194,0.985,-0.985,-0.07850000000000001,0.5786,0.5042500000000001,0.3846,3.8536962780053727,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.1946,0.98725,-0.98725,-0.07850000000000001,0.9258000000000001,0.07325000000000001,0.7312000000000001,3.471060543000931,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.19519999999999998,0.9875,-0.9875,-0.07850000000000001,0.7020000000000001,0.354,0.5068000000000001,3.7472553169936873,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.1928,0.9864999999999999,-0.9864999999999999,-0.07850000000000001,0.653,0.41125,0.46020000000000005,3.8485286020149942,102400,102400,144581142920,349514120,0,0
slowheat_none,0.19619999999999999,0.9909999999999999,-0.9909999999999999,-0.07850000000000001,0.6965999999999999,0.3655,0.5004,3.845623692992376,102400,102400,144581128000,349499200,0,0
hard_freeze,0.1936,0.98475,-0.98475,-0.07850000000000001,0.7458,0.29474999999999996,0.5522,3.727664863981772,102400,102400,144581142920,349514120,0,0
replay,0.7567999999999999,0.28675,-0.28675,-0.07850000000000001,0.985,0.007750000000000007,0.22820000000000007,2.4753964450210333,143360,143360,201924280320,0,628800,0
distillation,0.1964,0.9870000000000001,-0.9870000000000001,-0.07850000000000001,0.8894,0.1215,0.693,2.185104088013759,102400,184320,182693396480,0,0,0
slowheat_replay,0.7714,0.25875,-0.25875,-0.07850000000000001,0.9833999999999999,0.003250000000000003,0.21199999999999997,4.725010557012865,143360,143360,202338347400,414067080,628800,0
slowheat_distillation,0.19319999999999998,0.9864999999999999,-0.9864999999999999,-0.07850000000000001,0.7604000000000001,0.27749999999999997,0.5672000000000001,4.354805912007578,102400,184320,183042910600,349514120,0,0
derpp,0.828,0.197,-0.197,-0.07850000000000001,0.9856,0.008250000000000007,0.15760000000000007,2.5917340800224338,143360,143360,201924280320,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.8573999999999999,0.15124999999999997,-0.15124999999999997,-0.07850000000000001,0.9833999999999999,0.004750000000000004,0.126,4.159619484998984,143360,143360,202331580800,407300480,628800,8000
