method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1711,0.829125,-0.829125,-0.129125,0.5972999999999999,0.29637500000000006,0.4261999999999999,38.5179807410168,403200,403200,8890889011200,0,0,0
slowheat,0.1692,0.825125,-0.825125,-0.128875,0.5690999999999999,0.32525000000000004,0.3998999999999999,87.59725359801087,403200,403200,8904964022740,14075011540,0,0
slowheat_replay,0.20379999999999998,0.788125,-0.788125,-0.12725,0.7404,0.11837500000000001,0.5366,100.81046717398567,564480,564480,12462316982740,15072367060,2459200,0
slowheat_distillation,0.1676,0.8332499999999999,-0.8332499999999999,-0.128875,0.6929000000000001,0.17662499999999995,0.5253000000000001,93.8720687039895,403200,725760,11275867759060,14075011540,0,0
derpp,0.2173,0.770375,-0.770375,-0.129125,0.6885999999999999,0.182125,0.4712999999999999,50.70486322900979,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.21059999999999998,0.77725,-0.77725,-0.10775,0.701,0.16550000000000004,0.49039999999999995,97.10011564398883,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.28020000000000006,0.2435,0.04112499999999999,-0.122,0.7428999999999999,0.110125,0.46269999999999983,50.7462948159955,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.2935,0.23575000000000002,0.05624999999999999,-0.10074999999999999,0.7758,0.07462500000000002,0.48230000000000006,99.33925753799849,564480,564480,12462278243840,15033628160,2459200,0
agem,0.1764,0.8220000000000001,-0.8220000000000001,-0.12899999999999998,0.6745,0.199875,0.4981,59.96001820699894,564480,564480,12447244615680,0,2459200,0
ewc,0.1733,0.8287500000000001,-0.8287500000000001,-0.129125,0.5433,0.36625,0.37,60.65626915800385,403200,403200,8927968349170,37079337970,0,0
si,0.1726,0.819625,-0.819625,-0.129125,0.6884,0.174875,0.5158,74.20867567698588,403200,403200,8962768144300,71879133100,0,0
lwf_calibrated,0.1708,0.82275,-0.82275,-0.129125,0.7224,0.134,0.5516000000000001,45.76836389498203,403200,725760,11261792747520,0,0,0
replay_balanced,0.19569999999999999,0.794,-0.794,-0.129125,0.7094000000000001,0.15362499999999998,0.5137000000000002,51.76499237102689,564480,564480,12447244615680,0,2459200,0
replay_more_epochs,0.2109,0.7776249999999999,-0.7776249999999999,-0.13025,0.7229000000000001,0.13912499999999997,0.5120000000000001,102.08319749200018,1128960,1128960,24894489231360,0,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25,0.19970000000000002,0.7988749999999999,-0.7988749999999999,-0.107625,0.7318000000000001,0.13537499999999997,0.5321000000000001,105.34185908801737,564480,564480,12462278243840,15033628160,2459200,0
slowheat_hidden_beta_30_budget_0.25,0.1711,0.829375,-0.829375,-0.10775,0.5824,0.31525000000000003,0.4113,92.37372564800899,403200,403200,8904931735040,14042723840,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.2002,0.7889999999999999,-0.7889999999999999,-0.10725,0.7384000000000001,0.11812500000000001,0.5382,127.28431273897877,564480,564480,12462278243840,15033628160,2459200,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.1998,0.7931250000000001,-0.7931250000000001,-0.1285,0.7363000000000001,0.12324999999999997,0.5365000000000001,122.32796461399994,564480,564480,12462316982740,15072367060,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.21989999999999998,0.7711250000000001,-0.7711250000000001,-0.107625,0.7318000000000001,0.13537499999999997,0.5119000000000001,128.4979304339795,564480,564480,12462278243840,15033628160,2459200,0
