method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.17250000000000001,0.8243749999999999,-0.8243749999999999,-0.206125,0.5882,0.30475,0.41569999999999996,38.20027762299287,403200,403200,8890889011200,0,0,0
slowheat,0.1688,0.824875,-0.824875,-0.23099999999999998,0.5781,0.31325,0.40929999999999994,85.7820662749873,403200,403200,8904964022740,14075011540,0,0
slowheat_replay,0.2057,0.784625,-0.784625,-0.229875,0.7114999999999999,0.154,0.5057999999999999,101.15167839301284,564480,564480,12462316982740,15072367060,2459200,0
slowheat_distillation,0.1706,0.832375,-0.832375,-0.23099999999999998,0.6448,0.239625,0.47420000000000007,90.90801964199636,403200,725760,11275867759060,14075011540,0,0
derpp,0.23170000000000002,0.7573749999999999,-0.7573749999999999,-0.206125,0.682,0.195875,0.45030000000000003,51.08304042799864,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.2118,0.77875,-0.77875,-0.229875,0.6929000000000001,0.17862499999999998,0.4811000000000001,98.31280578501173,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.28959999999999997,0.24562499999999998,0.054375000000000034,-0.199125,0.7581,0.09512499999999999,0.4685,51.19218559298315,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.2996,0.20512499999999995,0.05225000000000002,-0.22412500000000002,0.7657,0.08912499999999998,0.46610000000000007,95.90732868897612,564480,564480,12462278243840,15033628160,2459200,0
agem,0.20180000000000003,0.7949999999999999,-0.7949999999999999,-0.2,0.6796,0.19874999999999998,0.47779999999999995,60.002213327010395,564480,564480,12447244615680,0,2459200,0
ewc,0.173,0.8295,-0.8295,-0.197,0.5945,0.3026249999999999,0.42150000000000004,60.18132872998831,403200,403200,8927968349170,37079337970,0,0
si,0.1728,0.831625,-0.831625,-0.206125,0.6551,0.22875,0.4823,74.44433296998614,403200,403200,8962768144300,71879133100,0,0
lwf_calibrated,0.17329999999999998,0.827625,-0.827625,-0.206125,0.6893,0.183375,0.516,45.90563867401215,403200,725760,11261792747520,0,0,0
replay_balanced,0.197,0.79525,-0.79525,-0.203375,0.7230000000000001,0.13949999999999999,0.526,51.14459475898184,564480,564480,12447244615680,0,2459200,0
replay_more_epochs,0.2112,0.7726250000000001,-0.7726250000000001,-0.22649999999999998,0.693,0.17225,0.48179999999999995,101.2811722419865,1128960,1128960,24894489231360,0,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25,0.2029,0.7867500000000001,-0.7867500000000001,-0.229875,0.7022999999999999,0.16499999999999995,0.49939999999999996,130.8191932909831,564480,564480,12462278243840,15033628160,2459200,0
slowheat_hidden_beta_30_budget_0.25,0.17350000000000002,0.83375,-0.83375,-0.229875,0.5793999999999999,0.326375,0.4058999999999999,118.11414534901269,403200,403200,8904931735040,14042723840,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.20140000000000002,0.7913749999999999,-0.7913749999999999,-0.229875,0.6900999999999999,0.18212499999999998,0.4886999999999999,130.86597351302044,564480,564480,12462278243840,15033628160,2459200,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.20529999999999998,0.7871250000000001,-0.7871250000000001,-0.23075,0.7192999999999999,0.1465,0.514,128.93352736000088,564480,564480,12462316982740,15072367060,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.2242,0.756875,-0.756875,-0.229875,0.7022999999999999,0.16499999999999995,0.4780999999999999,129.55822437800816,564480,564480,12462278243840,15033628160,2459200,0
