method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1,0.4125,-0.4125,0.03749999999999999,0.595,0.0625,0.495,0.1273056509999151,320,320,24483840,0,0,0
slowheat_hidden_beta_30_budget_0.25,0.10500000000000001,0.38749999999999996,-0.38749999999999996,0.03125,0.63,0.006249999999999978,0.525,0.17561124299936637,320,320,24641960,158120,0,0
replay,0.125,0.35,-0.35,0.018750000000000003,0.6,0.0625,0.475,0.13355833300011,384,384,29380608,0,62880,0
slowheat_replay_hidden_beta_30_budget_0.25,0.10500000000000001,0.38125,-0.38125,0.03125,0.635,0.0,0.53,0.22303676299998187,384,384,29544872,164264,62880,0
derpp,0.135,0.32499999999999996,-0.32499999999999996,0.0,0.62,0.03749999999999998,0.485,0.11660574300003645,384,384,29380608,0,62880,800
slowheat_derpp_hidden_beta_30_budget_0.25,0.12,0.3625,-0.3625,0.03125,0.635,0.0,0.515,0.2087902999992366,384,384,29544872,164264,62880,800
er_ace,0.22999999999999998,0.08124999999999999,-0.08124999999999999,-0.07500000000000001,0.62,0.024999999999999994,0.39,0.11847013800070272,384,384,29380608,0,62880,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.16499999999999998,0.26875,-0.26875,0.018750000000000003,0.625,0.0,0.46,0.19994454300103826,384,384,29544872,164264,62880,0
