method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1713,0.822625,-0.822625,-0.11537499999999999,0.5673,0.327625,0.396,37.78424976297538,403200,403200,8890889011200,0,0,0
slowheat,0.1676,0.825875,-0.825875,-0.12712500000000002,0.5702999999999999,0.3225,0.40269999999999995,85.03683060701587,403200,403200,8904964022740,14075011540,0,0
slowheat_replay,0.2003,0.793625,-0.793625,-0.114875,0.7331000000000001,0.12887499999999996,0.5328,96.29185506800422,564480,564480,12462316982740,15072367060,2459200,0
slowheat_distillation,0.1703,0.82875,-0.82875,-0.12712500000000002,0.6419,0.2395,0.4716,93.14528217201587,403200,725760,11275867759060,14075011540,0,0
derpp,0.21760000000000002,0.77625,-0.77625,-0.11537499999999999,0.6938000000000001,0.182625,0.47620000000000007,51.014750898000784,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.20860000000000004,0.78075,-0.78075,-0.11412499999999999,0.7,0.16774999999999998,0.49139999999999995,94.2325585159997,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.263,0.28124999999999994,0.015375000000000055,-0.107125,0.7480999999999999,0.104875,0.48509999999999986,50.392974038026296,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.29319999999999996,0.24525,0.045999999999999985,-0.108875,0.7796999999999998,0.07225000000000001,0.4864999999999999,99.13750387399341,564480,564480,12462278243840,15033628160,2459200,0
agem,0.1841,0.8119999999999999,-0.8119999999999999,-0.11537499999999999,0.6514,0.228375,0.46729999999999994,58.7241173160146,564480,564480,12447244615680,0,2459200,0
ewc,0.1684,0.826,-0.826,-0.094,0.5878,0.30175,0.4194,59.63767579200794,403200,403200,8927968349170,37079337970,0,0
si,0.17250000000000001,0.82575,-0.82575,-0.11537499999999999,0.6286999999999999,0.25549999999999995,0.45619999999999994,73.62885292500141,403200,403200,8962768144300,71879133100,0,0
lwf_calibrated,0.1695,0.825875,-0.825875,-0.11537499999999999,0.6723000000000001,0.197375,0.5028000000000001,45.240725815005135,403200,725760,11261792747520,0,0,0
replay_balanced,0.2023,0.7863749999999999,-0.7863749999999999,-0.11537499999999999,0.7303,0.12874999999999998,0.5279999999999999,50.54956683400087,564480,564480,12447244615680,0,2459200,0
replay_more_epochs,0.1967,0.7867500000000001,-0.7867500000000001,-0.11750000000000001,0.6983,0.1615,0.5016,100.0438866019831,1128960,1128960,24894489231360,0,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25,0.1983,0.790875,-0.790875,-0.11412499999999999,0.7387,0.1175,0.5404,98.6602102869947,564480,564480,12462278243840,15033628160,2459200,0
slowheat_hidden_beta_30_budget_0.25,0.1723,0.82675,-0.82675,-0.11412499999999999,0.5793,0.31800000000000006,0.40700000000000003,105.52300932299113,403200,403200,8904931735040,14042723840,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.20090000000000002,0.78775,-0.78775,-0.11387499999999999,0.7292,0.12875,0.5283,130.85128785099369,564480,564480,12462278243840,15033628160,2459200,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.20190000000000002,0.7870000000000001,-0.7870000000000001,-0.12462500000000001,0.7411000000000001,0.114875,0.5392000000000001,133.81230798500474,564480,564480,12462316982740,15072367060,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.2213,0.7581249999999999,-0.7581249999999999,-0.11412499999999999,0.7387,0.1175,0.5174000000000001,133.73045642199577,564480,564480,12462278243840,15033628160,2459200,0
