method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1968,0.9925,-0.9925,-0.23175,0.654,0.42099999999999993,0.45720000000000005,1.619050214998424,102400,102400,144231628800,0,0,0
slowheat,0.1936,0.98925,-0.98925,-0.23175,0.6612,0.40474999999999994,0.4676,3.932924124994315,102400,102400,144581142920,349514120,0,0
slowheat_beta_10,0.1948,0.98975,-0.98975,-0.23175,0.6843999999999999,0.37775000000000003,0.4895999999999999,3.9441884929838125,102400,102400,144581142920,349514120,0,0
slowheat_beta_30,0.1936,0.98925,-0.98925,-0.23175,0.6612,0.40474999999999994,0.4676,3.933890596003039,102400,102400,144581142920,349514120,0,0
slowheat_beta_100,0.1916,0.986,-0.986,-0.23175,0.5980000000000001,0.478,0.4064000000000001,3.9172668639803305,102400,102400,144581142920,349514120,0,0
slowheat_adaptive,0.194,0.9872500000000001,-0.9872500000000001,-0.23175,0.5566,0.534,0.3626,3.922727394994581,102400,102400,144581142920,349514120,0,0
slowheat_native_state,0.195,0.9895,-0.9895,-0.23175,0.8741999999999999,0.14049999999999999,0.6791999999999998,3.5831739519780967,102400,102400,144581142920,349514120,0,0
slowheat_unidirectional,0.194,0.9904999999999999,-0.9904999999999999,-0.23175,0.7688,0.272,0.5748,3.8441669550084043,102400,102400,144581142920,349514120,0,0
slowheat_unbudgeted,0.191,0.98775,-0.98775,-0.23175,0.6726,0.38575,0.4816,3.9206189090036787,102400,102400,144581142920,349514120,0,0
slowheat_none,0.1966,0.9925,-0.9925,-0.23175,0.6664000000000001,0.40524999999999994,0.4698000000000001,3.910791189002339,102400,102400,144581128000,349499200,0,0
hard_freeze,0.18919999999999998,0.9844999999999999,-0.9844999999999999,-0.23175,0.6968,0.35,0.5076,3.8097047900082543,102400,102400,144581142920,349514120,0,0
replay,0.7552,0.291,-0.291,-0.23175,0.982,0.012500000000000011,0.2268,2.5791921799827833,143360,143360,201924280320,0,628800,0
distillation,0.1956,0.99375,-0.99375,-0.23175,0.8688,0.15225,0.6732,2.2438046369934455,102400,184320,182693396480,0,0,0
slowheat_replay,0.7666000000000001,0.26625,-0.26625,-0.23175,0.9794,0.009250000000000008,0.2128,4.86718291399302,143360,143360,202338347400,414067080,628800,0
slowheat_distillation,0.19119999999999998,0.9875,-0.9875,-0.23175,0.7874,0.24225,0.5962000000000001,4.4163252520083915,102400,184320,183042910600,349514120,0,0
