method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.7700400000000001,0.2415,-0.2415,0.026,0.7700400000000001,0.2415,0.0,7.641127403003338,505600,505600,1623097344000,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.86028,0.1227,-0.1227,0.02355,0.86028,0.1227,0.0,15.910347872006241,505600,505600,1626756910080,3659566080,0,0,0,0,0.0
