method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1881,0.89325,-0.89325,-0.2475,0.5533,0.43674999999999997,0.3652,53.340955361985834,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.18480000000000002,0.891125,-0.891125,-0.247875,0.5597,0.4225,0.37489999999999996,83.3532320120139,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1804,0.882125,-0.882125,-0.247875,0.5834,0.378375,0.403,90.54662767099217,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.1784,0.8791249999999999,-0.8791249999999999,-0.247,0.6333,0.3105,0.45489999999999997,93.03956922198995,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.15109999999999998,0.81675,-0.81675,-0.246875,0.5589999999999999,0.306875,0.40789999999999993,92.33501427801093,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
lpr,0.2319,0.84375,-0.84375,-0.24762499999999998,0.7928,0.143,0.5609,94.24589798200759,282240,282680,353954071976920,95113591741400,2459200,0,6400,0,0.013202214031480253
slowheat_lpr,0.26660000000000006,0.79625,-0.79625,-0.24625,0.8093999999999999,0.11937499999999998,0.5427999999999998,132.4599894209823,282240,282680,353971701249880,95131221014360,2459200,0,6400,0,0.012601766968145967
classifier_expander,0.44370000000000004,0.31775,-0.27749999999999997,-0.24862499999999998,0.8565999999999999,0.06125000000000003,0.4128999999999999,81.56770100299036,282944,363584,283990012329984,0,2459200,0,6400,0,0.012819466996006668
slowheat_classifier_expander,0.46749999999999997,0.265,-0.04212500000000001,-0.24862499999999998,0.8774000000000001,0.03662499999999996,0.4099000000000001,118.01257420299225,282944,363584,284007641602944,17629272960,2459200,0,6400,0,0.013504233967978507
scroll,0.12379999999999998,0.4235,-0.318375,-0.25,0.5326000000000001,0.08087499999999997,0.4088000000000001,17.658818237978267,41088,81088,49905259599493,21728548485,2459200,0,6400,0,0.01290691300528124
slowheat_scroll,0.20789999999999997,0.14987500000000004,-0.09587500000000002,-0.25,0.6849000000000001,0.024875000000000036,0.4770000000000001,23.487139549019048,41088,81088,49908608012293,25076961285,2459200,0,6400,0,0.013771176018053666
