method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.0626,0.4933333333333334,-0.4933333333333334,-0.02277777777777778,0.2899,0.2637777777777777,0.2273,20.772463040004368,593920,633920,13558324920320,0,24592000,0,64000,40000,0.26092529500601813
slowheat_replay_hidden_beta_30_budget_0.25,0.0726,0.5050000000000001,-0.5050000000000001,-0.022555555555555558,0.32730000000000004,0.23733333333333334,0.25470000000000004,32.01497671600373,593920,633920,13573723079680,15398159360,24592000,0,64000,40000,0.26180315199599136
