method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1726,0.83275,-0.83275,-0.15799999999999997,0.5587,0.350125,0.3861,10.159170634993643,403200,403200,8890889011200,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.1721,0.834375,-0.834375,-0.17525,0.5862999999999999,0.316625,0.4141999999999999,19.497716735000722,403200,403200,8904931735040,14042723840,0,0,0,0,0.0
