method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1767,0.85825,-0.85825,-0.08524999999999999,0.6043,0.32375000000000004,0.4276,7.889719322000019,201600,201600,6780882124800,0,0,0
slowheat_none,0.1742,0.8528749999999999,-0.8528749999999999,-0.087,0.5892000000000001,0.334125,0.41500000000000004,12.972205115998804,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.1749,0.840375,-0.840375,-0.08449999999999999,0.5816000000000001,0.33199999999999996,0.4067000000000001,12.859912353000254,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1748,0.852875,-0.852875,-0.089375,0.6469,0.26275000000000004,0.4721,12.633110992002912,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1757,0.840625,-0.840625,-0.08449999999999999,0.595,0.3165,0.4193,12.700175770998612,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.173,0.852125,-0.852125,-0.083875,0.6798,0.218625,0.5067999999999999,12.844340946001466,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.17470000000000002,0.8447500000000001,-0.8447500000000001,-0.087125,0.6295999999999999,0.276125,0.4548999999999999,11.69856894500117,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.17370000000000002,0.8515,-0.8515,-0.08462499999999999,0.6568,0.24762499999999996,0.48310000000000003,11.611981001002277,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.1724,0.844,-0.844,-0.089125,0.6857,0.202375,0.5133,11.37291840800026,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1739,0.8514999999999999,-0.8514999999999999,-0.0875,0.6478,0.25912500000000005,0.47390000000000004,11.61685768100142,201600,201600,6780990084320,107959520,0,0
