method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1715,0.834625,-0.834625,-0.042249999999999996,0.5765,0.328375,0.405,38.03493434598204,403200,403200,8890889011200,0,0,0
slowheat,0.16799999999999998,0.82975,-0.82975,-0.029625000000000002,0.5737,0.322625,0.4057,83.23697515399544,403200,403200,8904964022740,14075011540,0,0
slowheat_replay,0.21180000000000004,0.7785000000000001,-0.7785000000000001,-0.016875,0.7306,0.132625,0.5187999999999999,97.35022969797137,564480,564480,12462316982740,15072367060,2459200,0
slowheat_distillation,0.1686,0.834875,-0.834875,-0.029625000000000002,0.6441,0.240875,0.47550000000000003,93.88730263599427,403200,725760,11275867759060,14075011540,0,0
derpp,0.22960000000000003,0.75525,-0.75525,-0.042124999999999996,0.682,0.19174999999999998,0.4524,50.75080841599265,564480,564480,12447244615680,0,2459200,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.21749999999999997,0.772,-0.772,-0.02825,0.699,0.171375,0.4815,99.75292291902588,564480,564480,12462278243840,15033628160,2459200,8000
er_ace,0.2594,0.25125,0.024250000000000008,-0.022625000000000006,0.7164999999999999,0.14487499999999998,0.4570999999999999,50.8048697480117,564480,564480,12447244615680,0,2459200,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.288,0.21287499999999998,0.059125000000000004,-0.018499999999999996,0.7708,0.08274999999999999,0.48280000000000006,99.99837434399524,564480,564480,12462278243840,15033628160,2459200,0
agem,0.1762,0.82525,-0.82525,-0.042249999999999996,0.6771,0.19962499999999997,0.5009,59.927247396000894,564480,564480,12447244615680,0,2459200,0
ewc,0.1718,0.8292499999999999,-0.8292499999999999,-0.042249999999999996,0.5841000000000001,0.313875,0.41230000000000006,60.66262792699854,403200,403200,8927968349170,37079337970,0,0
si,0.1718,0.8218749999999999,-0.8218749999999999,-0.042249999999999996,0.6667,0.20325,0.49489999999999995,74.34884952299763,403200,403200,8962768144300,71879133100,0,0
lwf_calibrated,0.1718,0.83525,-0.83525,-0.042249999999999996,0.7206,0.14925,0.5488,45.89524094900116,403200,725760,11261792747520,0,0,0
replay_balanced,0.21100000000000002,0.780375,-0.780375,-0.042249999999999996,0.6936000000000001,0.17924999999999996,0.4826000000000001,52.15471058199182,564480,564480,12447244615680,0,2459200,0
replay_more_epochs,0.19529999999999997,0.79525,-0.79525,-0.025,0.683,0.187875,0.4877000000000001,102.75668533699354,1128960,1128960,24894489231360,0,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25,0.1996,0.7915,-0.7915,-0.027999999999999997,0.7218,0.14037500000000003,0.5222,100.63927432199125,564480,564480,12462278243840,15033628160,2459200,0
slowheat_hidden_beta_30_budget_0.25,0.17070000000000002,0.8356250000000001,-0.8356250000000001,-0.02825,0.6054999999999999,0.292125,0.4347999999999999,86.45456084999023,403200,403200,8904931735040,14042723840,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.2071,0.784125,-0.784125,-0.028124999999999997,0.7222999999999999,0.14187500000000003,0.5151999999999999,99.8663244759955,564480,564480,12462278243840,15033628160,2459200,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.2092,0.7867500000000001,-0.7867500000000001,-0.029375000000000002,0.7289000000000001,0.13912499999999997,0.5197,100.83195568801602,564480,564480,12462316982740,15072367060,2459200,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.2245,0.756875,-0.756875,-0.027999999999999997,0.7218,0.14037500000000003,0.49729999999999996,100.65606894300436,564480,564480,12462278243840,15033628160,2459200,0
