method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1777,0.854875,-0.854875,0.0,0.6245,0.296375,0.4468000000000001,8.006875646999106,201600,201600,6780882124800,0,0,0,0,0,0.0
slowheat_none,0.1767,0.8552500000000001,-0.8552500000000001,0.0,0.5780999999999998,0.3535,0.40139999999999987,12.887083177978639,201600,201600,6781002193350,120068550,0,0,0,0,0.0
slowheat_unidirectional,0.17270000000000002,0.827625,-0.827625,0.0,0.6106,0.28025,0.4379,12.289066585013643,201600,201600,6781002196270,120071470,0,0,0,0,0.0
slowheat,0.1585,0.7827500000000001,-0.7827500000000001,0.0,0.6069,0.22225,0.4484,12.895420657994691,201600,201600,6781002196270,120071470,0,0,0,0,0.0
hard_freeze,0.1705,0.733625,-0.733625,0.0,0.5454000000000001,0.269,0.3749000000000001,12.613192232995061,201600,201600,6781002196270,120071470,0,0,0,0,0.0
lpr,0.3556,0.62825,-0.62825,0.04675,0.8044,0.08599999999999997,0.4488,11.214153162000002,282240,286520,9558831581462,17610205462,2459200,0,6400,0,0.012700753984972835
slowheat_lpr,0.3715,0.570125,-0.570125,0.116875,0.8132999999999999,0.05512500000000001,0.4417999999999999,15.109563559002709,282240,286520,9558970506742,17749130742,2459200,0,6400,0,0.012347595999017358
classifier_expander,0.357,0.2855,-0.172375,0.0795,0.8163,0.05474999999999999,0.45930000000000004,11.944308067992097,282944,363584,10421031862272,0,2459200,0,6400,0,0.012447146000340581
slowheat_classifier_expander,0.34080000000000005,0.20775000000000002,-0.052750000000000026,0.07175000000000001,0.7937000000000001,0.056499999999999995,0.4529,15.5222091889882,282944,363584,10421170787552,138925280,2459200,0,6400,0,0.012695263983914629
scroll,0.2817,0.20825000000000005,-0.16862500000000002,0.0,0.7398999999999999,0.007625000000000021,0.4581999999999999,2.8035274230060168,41088,81088,1835848189829,5368792965,2459200,0,6400,0,0.012608822988113388
slowheat_scroll,0.3372,0.138875,-0.129375,0.0,0.7769,0.048375,0.43970000000000004,3.5764322699978948,41088,81088,1835869783909,5390387045,2459200,0,6400,0,0.014180230005877092
