method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.91816,0.05785000000000001,-0.05785000000000001,0.020450000000000003,0.91816,0.05785000000000001,0.0,58.80314485899726,707840,757840,2330729881600,4889600000,3144000,0,32000,50000,1.4297347589963465
slowheat_replay_hidden_beta_30_budget_0.25,0.92912,0.039199999999999985,-0.039199999999999985,0.018400000000000007,0.92912,0.039199999999999985,0.0,86.7497746730005,707840,757840,2335010728960,9170447360,3144000,0,32000,50000,1.430296033009654
